id;parentId;parentUrl;expandInMenu;visible;priority;access;title;linkText;url;topDescription;bottomDescription;metaTitle;metaDescription
"47013";"46842";"naradia--do-it-yourself--napajanie--meracia-technika";"0";"0";"";"1";"Náradie";"Náradie";"naradie-2";"";"";"Náradia, Do It Yourself, napájanie, meracia technika – Náradie";"Náradia, Do It Yourself, napájanie, meracia technika – Náradie: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47121";"46842";"naradia--do-it-yourself--napajanie--meracia-technika";"0";"0";"";"1";"Vysielačky";"Vysielačky";"vysielacky-3";"";"";"Náradia, Do It Yourself, napájanie, meracia technika – Vysielačky";"Náradia, Do It Yourself, napájanie, meracia technika – Vysielačky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47157";"46842";"naradia--do-it-yourself--napajanie--meracia-technika";"0";"0";"";"1";"Chémia";"Chémia";"chemia-4";"";"";"Náradia, Do It Yourself, napájanie, meracia technika – Chémia";"Náradia, Do It Yourself, napájanie, meracia technika – Chémia – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47244";"46842";"naradia--do-it-yourself--napajanie--meracia-technika";"0";"0";"";"1";"Spájkovacie stanice";"Spájkovacie stanice";"spajkovacie-stanice";"";"";"Spájkovacie stanice | PremiumStore.sk";"Spájkovacie stanice – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47310";"46842";"naradia--do-it-yourself--napajanie--meracia-technika";"0";"0";"";"1";"Napájanie";"Napájanie";"napajanie-2";"";"";"Náradia, Do It Yourself, napájanie, meracia technika – Napájanie";"Náradia, Do It Yourself, napájanie, meracia technika – Napájanie – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"48291";"46842";"naradia--do-it-yourself--napajanie--meracia-technika";"0";"0";"";"1";"Ostatné príslušenstvo pre náradie a DIY";"Ostatné príslušenstvo pre náradie a DIY";"ostatne-prislusenstvo-pre-naradie-a-diy";"";"";"";"";
"48315";"46842";"naradia--do-it-yourself--napajanie--meracia-technika";"0";"0";"";"1";"Technická chémia";"Technická chémia";"technicka-chemia";"";"";"";"";
"46938";"46848";"podium--diskoteka--dj";"0";"0";"";"1";"Pódiové, DJ príslušenstvo";"Pódiové, DJ príslušenstvo";"podiove--dj-prislusenstvo";"";"";"Pódiové, DJ príslušenstvo | PremiumStore.sk";"Pódiové, DJ príslušenstvo skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47025";"46848";"podium--diskoteka--dj";"0";"0";"";"1";"Gramofóny";"Gramofóny";"gramofony-3";"";"";"Pódium, diskotéka, DJ – Gramofóny | PremiumStore.sk";"Pódium, diskotéka, DJ – Gramofóny – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47118";"46848";"podium--diskoteka--dj";"0";"0";"";"1";"Káble a príslušenstvo";"Káble a príslušenstvo";"kable-a-prislusenstvo";"";"";"Káble a príslušenstvo | PremiumStore.sk";"Káble a príslušenstvo: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47148";"46848";"podium--diskoteka--dj";"0";"0";"";"1";"Predzosilňovače audio";"Predzosilňovače audio";"predzosilnovace-audio";"";"";"Predzosilňovače audio | PremiumStore.sk";"Predzosilňovače audio skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47172";"46848";"podium--diskoteka--dj";"0";"0";"";"1";"Distribútory";"Distribútory";"distributory";"";"";"Distribútory | PremiumStore.sk";"Distribútory: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47178";"46848";"podium--diskoteka--dj";"0";"0";"";"1";"ozvučovacie systémy";"ozvučovacie systémy";"ozvucovacie-systemy";"";"";"ozvučovacie systémy | PremiumStore.sk";"ozvučovacie systémy na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47355";"46848";"podium--diskoteka--dj";"0";"0";"";"1";"Chrániče sluchu";"Chrániče sluchu";"chranice-sluchu-2";"";"";"Pódium, diskotéka, DJ – Chrániče sluchu | PremiumStore.sk";"Pódium, diskotéka, DJ – Chrániče sluchu – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47496";"46848";"podium--diskoteka--dj";"0";"0";"";"1";"Prehrávače CD a MP3";"Prehrávače CD a MP3";"prehravace-cd-a-mp3";"";"";"Prehrávače CD a MP3 | PremiumStore.sk";"Prehrávače CD a MP3 na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47196";"46851";"transportne-kufre-a-racky";"0";"0";"";"1";"transportné skrine";"transportné skrine";"transportne-skrine";"";"";"transportné skrine | PremiumStore.sk";"transportné skrine – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47478";"46851";"transportne-kufre-a-racky";"0";"0";"";"1";"tašky";"tašky";"tasky-3";"";"";"transportné kufre a racky – tašky | PremiumStore.sk";"transportné kufre a racky – tašky skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47124";"46854";"prislusenstvo-27";"0";"0";"";"1";"Kolieska";"Kolieska";"kolieska";"";"";"Kolieska | PremiumStore.sk";"Kolieska – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47250";"46854";"prislusenstvo-27";"0";"0";"";"1";"rohy a profily";"rohy a profily";"rohy-a-profily";"";"";"rohy a profily | PremiumStore.sk";"rohy a profily v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"46902";"46863";"kable-3";"0";"0";"";"1";"adaptéry";"adaptéry";"adaptery-3";"";"";"Káble – adaptéry | PremiumStore.sk";"Káble – adaptéry skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"46908";"46863";"kable-3";"0";"0";"";"1";"3.5/2.5mm";"3.5/2.5mm";"3-5-2-5mm";"";"";"Káble – 3.5/2.5mm | PremiumStore.sk";"Káble – 3.5/2.5mm v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"47139";"46863";"kable-3";"0";"0";"";"1";"HDMI, DVI-D, SVHS";"HDMI, DVI-D, SVHS";"hdmi--dvi-d--svhs";"";"";"HDMI, DVI-D, SVHS | PremiumStore.sk";"HDMI, DVI-D, SVHS na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47154";"46863";"kable-3";"0";"0";"";"1";"Sieťové";"Sieťové";"sietove";"";"";"Sieťové | PremiumStore.sk";"Sieťové – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47385";"46863";"kable-3";"0";"0";"";"1";"BNC";"BNC";"bnc-2";"";"";"Káble – BNC | PremiumStore.sk";"Káble – BNC – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47469";"46863";"kable-3";"0";"0";"";"1";"video na kotúči";"video na kotúči";"video-na-kotuci";"";"";"video na kotúči | PremiumStore.sk";"video na kotúči: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47481";"46863";"kable-3";"0";"0";"";"1";"USB";"USB";"usb";"";"";"Káble – USB | PremiumStore.sk";"Káble – USB – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"46899";"46869";"konektory-a-redukcie";"0";"0";"";"1";"iné";"iné";"ine-5";"";"";"Konektory a redukcie – iné | PremiumStore.sk";"Konektory a redukcie – iné na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"46971";"46869";"konektory-a-redukcie";"0";"0";"";"1";"BNC";"BNC";"bnc";"";"";"Konektory a redukcie – BNC | PremiumStore.sk";"Konektory a redukcie – BNC na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"46887";"46884";"car-audio";"0";"0";"";"1";"Káble";"Káble";"kable-4";"";"";"Car audio – Káble | PremiumStore.sk";"Car audio – Káble na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"46911";"46884";"car-audio";"0";"0";"";"1";"Príslušenstvo Car audio";"Príslušenstvo Car audio";"prislusenstvo-car-audio";"";"";"Príslušenstvo Car audio | PremiumStore.sk";"Príslušenstvo Car audio: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47010";"46884";"car-audio";"0";"0";"";"1";"Poistky, púzdra, distribútory";"Poistky, púzdra, distribútory";"poistky--puzdra--distributory";"";"";"Poistky, púzdra, distribútory | PremiumStore.sk";"Poistky, púzdra, distribútory: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47058";"46884";"car-audio";"0";"0";"";"1";"Reproduktory";"Reproduktory";"reproduktory-7";"";"";"Car audio – Reproduktory | PremiumStore.sk";"Car audio – Reproduktory skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"46890";"46887";"kable-4";"0";"0";"";"1";"signálové";"signálové";"signalove";"";"";"signálové | PremiumStore.sk";"signálové – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47214";"46914";"reproduktory-5";"0";"0";"";"1";"náhradné cievky";"náhradné cievky";"nahradne-cievky";"";"";"náhradné cievky | PremiumStore.sk";"náhradné cievky v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"47235";"46914";"reproduktory-5";"0";"0";"";"1";"drivery";"drivery";"drivery";"";"";"drivery | PremiumStore.sk";"drivery: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47241";"46914";"reproduktory-5";"0";"0";"";"1";"stredové";"stredové";"stredove";"";"";"stredové | PremiumStore.sk";"stredové – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47484";"46914";"reproduktory-5";"0";"0";"";"1";"Reproduktorové stavebnice";"Reproduktorové stavebnice";"reproduktorove-stavebnice";"";"";"Reproduktorové stavebnice | PremiumStore.sk";"Reproduktorové stavebnice – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47169";"46920";"plosne-ozvucenie--100v-rozhlasove-ozvucenie";"0";"0";"";"1";"Bezdrôtové zosilňovacie systémy (Loop)";"Bezdrôtové zosilňovacie systémy (Loop)";"bezdrotove-zosilnovacie-systemy--loop";"";"";"Bezdrôtové zosilňovacie systémy (Loop) | PremiumStore.sk";"Bezdrôtové zosilňovacie systémy (Loop) na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47289";"46920";"plosne-ozvucenie--100v-rozhlasove-ozvucenie";"0";"0";"";"1";"Iné 100V zariadenia";"Iné 100V zariadenia";"ine-100v-zariadenia";"";"";"Iné 100V zariadenia | PremiumStore.sk";"Iné 100V zariadenia skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47322";"46920";"plosne-ozvucenie--100v-rozhlasove-ozvucenie";"0";"0";"";"1";"Bezdrôtový prenos zvuku";"Bezdrôtový prenos zvuku";"bezdrotovy-prenos-zvuku";"";"";"Bezdrôtový prenos zvuku | PremiumStore.sk";"Bezdrôtový prenos zvuku skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47364";"46920";"plosne-ozvucenie--100v-rozhlasove-ozvucenie";"0";"0";"";"1";"Megafóny";"Megafóny";"megafony";"";"";"Megafóny | PremiumStore.sk";"Megafóny na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47367";"46920";"plosne-ozvucenie--100v-rozhlasove-ozvucenie";"0";"0";"";"1";"Transformátory 100V";"Transformátory 100V";"transformatory-100v";"";"";"Transformátory 100V | PremiumStore.sk";"Transformátory 100V – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47370";"46920";"plosne-ozvucenie--100v-rozhlasove-ozvucenie";"0";"0";"";"1";"Prenosné ozvučovacie systémy";"Prenosné ozvučovacie systémy";"prenosne-ozvucovacie-systemy";"";"";"Prenosné ozvučovacie systémy | PremiumStore.sk";"Prenosné ozvučovacie systémy – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47388";"46920";"plosne-ozvucenie--100v-rozhlasove-ozvucenie";"0";"0";"";"1";"Zosilňovače hlasu";"Zosilňovače hlasu";"zosilnovace-hlasu";"";"";"Zosilňovače hlasu | PremiumStore.sk";"Zosilňovače hlasu na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47394";"46920";"plosne-ozvucenie--100v-rozhlasove-ozvucenie";"0";"0";"";"1";"IP ozvučenie";"IP ozvučenie";"ip-ozvucenie";"";"";"IP ozvučenie | PremiumStore.sk";"IP ozvučenie v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"47088";"46929";"reproduktory-6";"0";"0";"";"1";"projektory zvuku 100V";"projektory zvuku 100V";"projektory-zvuku-100v";"";"";"projektory zvuku 100V | PremiumStore.sk";"projektory zvuku 100V v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"47127";"46929";"reproduktory-6";"0";"0";"";"1";"záhradné";"záhradné";"zahradne";"";"";"záhradné | PremiumStore.sk";"záhradné – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47391";"46941";"tlmocnicke--sprievodcovske-a-konferencne-systemy";"0";"0";"";"1";"Sprievodcovský systém";"Sprievodcovský systém";"sprievodcovsky-system";"";"";"Sprievodcovský systém | PremiumStore.sk";"Sprievodcovský systém skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47448";"46941";"tlmocnicke--sprievodcovske-a-konferencne-systemy";"0";"0";"";"1";"Tlmočnícky systém";"Tlmočnícky systém";"tlmocnicky-system";"";"";"Tlmočnícky systém | PremiumStore.sk";"Tlmočnícky systém – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47472";"46941";"tlmocnicke--sprievodcovske-a-konferencne-systemy";"0";"0";"";"1";"Rečnícke pulty";"Rečnícke pulty";"recnicke-pulty";"";"";"Rečnícke pulty | PremiumStore.sk";"Rečnícke pulty – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"46947";"46944";"bezdrotovy--sprievodcovsky-system";"0";"0";"";"1";"nabíjačky a príslušenstvo";"nabíjačky a príslušenstvo";"nabijacky-a-prislusenstvo";"";"";"nabíjačky a príslušenstvo | PremiumStore.sk";"nabíjačky a príslušenstvo: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"46953";"46944";"bezdrotovy--sprievodcovsky-system";"0";"0";"";"1";"prijímače";"prijímače";"prijimace";"";"";"prijímače | PremiumStore.sk";"prijímače – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"46962";"46959";"stativy-drziaky";"0";"0";"";"1";"príslušenstvo";"príslušenstvo";"prislusenstvo-29";"";"";"Statívy/držiaky – príslušenstvo | PremiumStore.sk";"Statívy/držiaky – príslušenstvo v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"47130";"46959";"stativy-drziaky";"0";"0";"";"1";"mikrofónové husí krk";"mikrofónové husí krk";"mikrofonove-husi-krk";"";"";"mikrofónové husí krk | PremiumStore.sk";"mikrofónové husí krk: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47133";"46959";"stativy-drziaky";"0";"0";"";"1";"hudobných nástrojov a nôt";"hudobných nástrojov a nôt";"hudobnych-nastrojov-a-not";"";"";"hudobných nástrojov a nôt | PremiumStore.sk";"hudobných nástrojov a nôt – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"46968";"46965";"sluchadla-4";"0";"0";"";"1";"s mikrofónom";"s mikrofónom";"s-mikrofonom";"";"";"s mikrofónom | PremiumStore.sk";"s mikrofónom – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47106";"46965";"sluchadla-4";"0";"0";"";"1";"na ucho";"na ucho";"na-ucho";"";"";"na ucho | PremiumStore.sk";"na ucho: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47208";"46965";"sluchadla-4";"0";"0";"";"1";"špeciálne";"špeciálne";"specialne-3";"";"";"Slúchadlá – špeciálne | PremiumStore.sk";"Slúchadlá – špeciálne skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47328";"46965";"sluchadla-4";"0";"0";"";"1";"do ucha";"do ucha";"do-ucha";"";"";"do ucha | PremiumStore.sk";"do ucha na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"46977";"46974";"prislusenstvo-k-reproduktorom";"0";"0";"";"1";"konektory";"konektory";"konektory-4";"";"";"Príslušenstvo k reproduktorom – konektory | PremiumStore.sk";"Príslušenstvo k reproduktorom – konektory na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"46983";"46974";"prislusenstvo-k-reproduktorom";"0";"0";"";"1";"bassreflexy";"bassreflexy";"bassreflexy";"";"";"bassreflexy | PremiumStore.sk";"bassreflexy – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47052";"46974";"prislusenstvo-k-reproduktorom";"0";"0";"";"1";"výhybky";"výhybky";"vyhybky-2";"";"";"Príslušenstvo k reproduktorom – výhybky | PremiumStore.sk";"Príslušenstvo k reproduktorom – výhybky: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47184";"46974";"prislusenstvo-k-reproduktorom";"0";"0";"";"1";"transformátory";"transformátory";"transformatory";"";"";"transformátory | PremiumStore.sk";"transformátory – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"47211";"46974";"prislusenstvo-k-reproduktorom";"0";"0";"";"1";"tlmiaci materiál a  pásky";"tlmiaci materiál a  pásky";"tlmiaci-material-a--pasky";"";"";"tlmiaci materiál a  pásky | PremiumStore.sk";"tlmiaci materiál a  pásky na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47226";"46974";"prislusenstvo-k-reproduktorom";"0";"0";"";"1";"zvukovody";"zvukovody";"zvukovody";"";"";"zvukovody | PremiumStore.sk";"zvukovody v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"47325";"46974";"prislusenstvo-k-reproduktorom";"0";"0";"";"1";"zosilňovacie moduly";"zosilňovacie moduly";"zosilnovacie-moduly";"";"";"zosilňovacie moduly | PremiumStore.sk";"zosilňovacie moduly na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47331";"46974";"prislusenstvo-k-reproduktorom";"0";"0";"";"1";"ochranné grily";"ochranné grily";"ochranne-grily";"";"";"ochranné grily | PremiumStore.sk";"ochranné grily – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"46992";"46989";"meracie-pristroje-2";"0";"0";"";"1";"Meracie káble a konektory";"Meracie káble a konektory";"meracie-kable-a-konektory";"";"";"Meracie káble a konektory | PremiumStore.sk";"Meracie káble a konektory: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47016";"46989";"meracie-pristroje-2";"0";"0";"";"1";"Merače iné, detektory a testery";"Merače iné, detektory a testery";"merace-ine--detektory-a-testery";"";"";"Merače iné, detektory a testery | PremiumStore.sk";"Merače iné, detektory a testery – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47049";"46989";"meracie-pristroje-2";"0";"0";"";"1";"Multimetre";"Multimetre";"multimetre";"";"";"Multimetre | PremiumStore.sk";"Multimetre v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"47307";"46989";"meracie-pristroje-2";"0";"0";"";"1";"Merače panelové";"Merače panelové";"merace-panelove";"";"";"Merače panelové | PremiumStore.sk";"Merače panelové: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47337";"46989";"meracie-pristroje-2";"0";"0";"";"1";"Merače úrovne zvuku";"Merače úrovne zvuku";"merace-urovne-zvuku";"";"";"Merače úrovne zvuku | PremiumStore.sk";"Merače úrovne zvuku – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47340";"47001";"reproduktorove-systemy";"0";"0";"";"1";"štúdiové";"štúdiové";"studiove";"";"";"štúdiové | PremiumStore.sk";"štúdiové – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47022";"47019";"svetla-2";"0";"0";"";"1";"Statívy a príslušenstvo";"Statívy a príslušenstvo";"stativy-a-prislusenstvo";"";"";"Statívy a príslušenstvo | PremiumStore.sk";"Statívy a príslušenstvo: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47508";"47019";"svetla-2";"0";"0";"";"1";"Architektonické osvetlenie";"Architektonické osvetlenie";"architektonicke-osvetlenie";"";"";"Architektonické osvetlenie | PremiumStore.sk";"Architektonické osvetlenie: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47511";"47019";"svetla-2";"0";"0";"";"1";"Svetelné efekty";"Svetelné efekty";"svetelne-efekty";"";"";"Svetelné efekty | PremiumStore.sk";"Svetelné efekty v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"47523";"47019";"svetla-2";"0";"0";"";"1";"Ovládače a kontroléry";"Ovládače a kontroléry";"ovladace-a-kontrolery";"";"";"Ovládače a kontroléry | PremiumStore.sk";"Ovládače a kontroléry: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47529";"47019";"svetla-2";"0";"0";"";"1";"Kufre a tašky k svetlám";"Kufre a tašky k svetlám";"kufre-a-tasky-k-svetlam";"";"";"Kufre a tašky k svetlám | PremiumStore.sk";"Kufre a tašky k svetlám skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47544";"47019";"svetla-2";"0";"0";"";"1";"UV svetlá a stroboskopy";"UV svetlá a stroboskopy";"uv-svetla-a-stroboskopy";"";"";"UV svetlá a stroboskopy | PremiumStore.sk";"UV svetlá a stroboskopy: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"47571";"47019";"svetla-2";"0";"0";"";"1";"Divadelné a profesionálne osvetlenie";"Divadelné a profesionálne osvetlenie";"divadelne-a-profesionalne-osvetlenie";"";"";"Divadelné a profesionálne osvetlenie | PremiumStore.sk";"Divadelné a profesionálne osvetlenie – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47577";"47019";"svetla-2";"0";"0";"";"1";"Žiarovky";"Žiarovky";"ziarovky-2";"";"";"Svetlá – Žiarovky | PremiumStore.sk";"Svetlá – Žiarovky – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
"48339";"47019";"svetla-2";"0";"0";"";"1";"Otočné hlavy a skenery – ostatné";"Otočné hlavy a skenery – ostatné";"otocne-hlavy-a-skenery---ostatne";"";"";"";"";
"48357";"47019";"svetla-2";"0";"0";"";"1";"Ovládače a DMX kontroléry svetiel";"Ovládače a DMX kontroléry svetiel";"ovladace-a-dmx-kontrolery-svetiel";"";"";"";"";
"47085";"47037";"mikrofony-3";"0";"0";"";"1";"kravatové";"kravatové";"kravatove";"";"";"kravatové | PremiumStore.sk";"kravatové – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47061";"47058";"reproduktory-7";"0";"0";"";"1";"výškové";"výškové";"vyskove-2";"";"";"Reproduktory – výškové | PremiumStore.sk";"Reproduktory – výškové – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47067";"47064";"prislusenstvo-k-reproduktorom-2";"0";"0";"";"1";"Iné";"Iné";"ine-7";"";"";"Príslušenstvo k reproduktorom – Iné | PremiumStore.sk";"Príslušenstvo k reproduktorom – Iné: široký sortiment a rýchle dodanie. Nájdite si ten pravý produkt na PremiumStore.sk.";
"48303";"47064";"prislusenstvo-k-reproduktorom-2";"0";"0";"";"1";"Ostatné príslušenstvo k reproduktorom";"Ostatné príslušenstvo k reproduktorom";"ostatne-prislusenstvo-k-reproduktorom";"";"";"";"";
"47286";"47073";"mikrofony-4";"0";"0";"";"1";"zónové";"zónové";"zonove-2";"";"";"Mikrofóny – zónové | PremiumStore.sk";"Mikrofóny – zónové skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47301";"47094";"systemy-poziarneho-a-evakuacneho-rozhlasu";"0";"0";"";"1";"Mikrofóny";"Mikrofóny";"mikrofony-5";"";"";"Systémy požiarneho a evakuačného rozhlasu – Mikrofóny";"Systémy požiarneho a evakuačného rozhlasu – Mikrofóny v ponuke PremiumStore.sk. Prehľadné parametre, rýchle dodanie po celom Slovensku.";
"47397";"47094";"systemy-poziarneho-a-evakuacneho-rozhlasu";"0";"0";"";"1";"systémové kontroléry";"systémové kontroléry";"systemove-kontrolery";"";"";"systémové kontroléry | PremiumStore.sk";"systémové kontroléry – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47229";"47220";"mixy-a-powermixy";"0";"0";"";"1";"dj (MPX-)";"dj (MPX-)";"dj--mpx-";"";"";"dj (MPX-) | PremiumStore.sk";"dj (MPX-) – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"47232";"47220";"mixy-a-powermixy";"0";"0";"";"1";"Zónové mixy";"Zónové mixy";"zonove-mixy";"";"";"Zónové mixy | PremiumStore.sk";"Zónové mixy na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47247";"47244";"spajkovacie-stanice";"0";"0";"";"1";"príslušenstvo";"príslušenstvo";"prislusenstvo-33";"";"";"Spájkovacie stanice – príslušenstvo | PremiumStore.sk";"Spájkovacie stanice – príslušenstvo skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47334";"47244";"spajkovacie-stanice";"0";"0";"";"1";"Spajkovacie stanice";"Spajkovacie stanice";"spajkovacie-stanice-2";"";"";"Spajkovacie stanice | PremiumStore.sk";"Spajkovacie stanice – nakupujte výhodne na PremiumStore.sk. Overené produkty a jasný popis parametrov.";
"48327";"47244";"spajkovacie-stanice";"0";"0";"";"1";"Príslušenstvo k spájkovacím staniciam";"Príslušenstvo k spájkovacím staniciam";"prislusenstvo-k-spajkovacim-staniciam";"";"";"";"";
"47271";"47253";"neutrik";"0";"0";"";"1";"RCA";"RCA";"rca-3";"";"";"Neutrik – RCA | PremiumStore.sk";"Neutrik – RCA skladom na PremiumStore.sk. Porovnajte parametre aj ceny a vyberte si presne to, čo potrebujete.";
"47277";"47253";"neutrik";"0";"0";"";"1";"Speakon";"Speakon";"speakon";"";"";"Speakon | PremiumStore.sk";"Speakon na PremiumStore.sk – overené produkty, výhodné ceny a odborné poradenstvo pri výbere.";
"47292";"47289";"ine-100v-zariadenia";"0";"0";"";"1";"monitorujúce zariadenia";"monitorujúce zariadenia";"monitorujuce-zariadenia";"";"";"monitorujúce zariadenia | PremiumStore.sk";"monitorujúce zariadenia – veľký výber skladom, rýchle dodanie a výhodné ceny na PremiumStore.sk.";
