"code";"pairCode";"name";"guid";"externalId";"ean";"productNumber";"serialNumber";"defaultCategory";"categoryText";"categoryText2";"categoryText3";"categoryText4";"categoryText5";"categoryText6";"categoryText7";"categoryText8";"categoryText9";"categoryText10";"xmlFeedName";""
"KB_100001411596";"";"ETA 518091010";"4162ea4e-92ac-11f1-ae1b-bc2411833e01";"";"8590393325474";"";"";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Hrnčeky a šálky";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Hrnčeky a šálky";"";"";"";"";"";"";"";"";"";"ETA 5180 91010 Poháre na lungo ETA518091010 2 x 160 ml";""
"KB_100001393028";"";"KMP E198X (502XL M)";"42e0a08c-92ac-11f1-ac61-bc2411833e01";"";"4011324373554";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"KMP Epson 502XL M - kompatibilný";""
"KB_100000652146";"";"HP 912 Cyan, 3YL77AE";"42e9ebe2-92ac-11f1-bb5d-bc2411833e01";"";"192545866712";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"HP 3YL77AE - originálny";""
"KB_100001393026";"";"KMP E196X (502XL BK)";"45846c9c-92ac-11f1-9f80-bc2411833e01";"";"4011324373530";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"KMP Epson 502XL BK - kompatibilný";""
"KB_100001393027";"";"KMP E197X (502XL C)";"458e24b2-92ac-11f1-9023-bc2411833e01";"";"4011324373547";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"KMP Epson 502XL C - kompatibilný";""
"KB_100000224941";"";"HP 903 Black, T6L99AE";"4597f096-92ac-11f1-86a1-bc2411833e01";"";"889894728883";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"HP T6L99AE - originálny";""
"KB_100000652149";"";"HP 912 Black, 3YL80AE";"45a21648-92ac-11f1-bde4-bc2411833e01";"";"192545866835";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"HP 3YL80AE - originálny";""
"KB_700000066503";"";"VILEDA F25354 Smeták,VILEDA";"45edeb5e-92ac-11f1-b59e-bc2411833e01";"";"4023103095755";"";"";"Domáce spotrebiče > Malé spotrebiče > Upratovacie pomôcky > Mopy a upratovacie súpravy";"Domáce spotrebiče > Malé spotrebiče > Upratovacie pomôcky > Mopy a upratovacie súpravy";"";"";"";"";"";"";"";"";"";"Vileda DuActiva zmeták hlavice 2v1 112079";""
"KB_100001775840";"";"FoodSaver FSB4802-I";"471697e2-92ac-11f1-bc0b-bc2411833e01";"";"5060134334261";"";"";"Domáce spotrebiče > Malé spotrebiče > Vákuovačky a zváračky fólií > Príslušenstvo pre vákuovačky a zváračky";"Domáce spotrebiče > Malé spotrebiče > Vákuovačky a zváračky fólií > Príslušenstvo pre vákuovačky a zváračky";"";"";"";"";"";"";"";"";"";"FoodSaver Sada vákuovacích sáčkov 48ks 20x29cm";""
"KB_100001714206";"";"D-LINK WiFi AX1500 Range Extender (E15)";"479e4ef8-92ac-11f1-8a41-bc2411833e01";"";"790069459436";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"";"";"";"";"";"";"";"";"";"D-Link E15/E";""
"KB_100001510867";"";"Fixed Stoj. Magsafe 3v1, 15+15+5W, černý";"47f033c6-92ac-11f1-a962-bc2411833e01";"";"8591680134151";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Nabíjačky pre mobily";"TV, audio a video > Mobily a tablety > Príslušenstvo > Nabíjačky pre mobily";"";"";"";"";"";"";"";"";"";"FIXED FIXMPOS-BK";""
"KB_100001532813";"";"Philips AWP305/10";"48392806-92ac-11f1-aefa-bc2411833e01";"";"4897099302834";"";"";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Príslušenstvo pre filtračné kanvice";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Príslušenstvo pre filtračné kanvice";"";"";"";"";"";"";"";"";"";"Philips On-Tap AWP305/10";""
"KB_100001532833";"";"Russell Hobbs 28010-56/RH";"48430a10-92ac-11f1-b884-bc2411833e01";"";"5038061107173";"";"";"Domáce spotrebiče > Malé spotrebiče > Kuchynské potreby > Mlynčeky na korenie";"Domáce spotrebiče > Malé spotrebiče > Kuchynské potreby > Mlynčeky na korenie";"";"";"";"";"";"";"";"";"";"Russell Hobbs 28010-56";""
"KB_700010550632";"";"Continenta Dřevěný chlebník";"489017f6-92ac-11f1-9aa6-bc2411833e01";"";"4017167329208";"";"";"Domáce spotrebiče > Malé spotrebiče > Kuchynské potreby > Chlebníky, Košíky, Košíky (ošatky)";"Domáce spotrebiče > Malé spotrebiče > Kuchynské potreby > Chlebníky, Košíky, Košíky (ošatky)";"";"";"";"";"";"";"";"";"";"Continenta Chlebník 40 × 26 × 18,5 cm";""
"KB_999011865967";"";"Carrera 61603 Zatáčka 1/90 2ksGO/GO+/D14";"48e9ee66-92ac-11f1-b35d-bc2411833e01";"";"4007486616035";"";"";"Šport, hračky a voľný čas > Hračky > Autodráhy";"Šport, hračky a voľný čas > Hračky > Autodráhy";"";"";"";"";"";"";"";"";"";"Carrera GO Zákruta 1 90 2ks";""
"KB_100001456420";"";"UMAX U-Box J42 Nano/bez OS";"492a792c-92ac-11f1-8ced-bc2411833e01";"";"8595142719665";"";"";"TV, audio a video > Počítače a príslušenstvo > Stolové počítače";"TV, audio a video > Počítače a príslušenstvo > Stolové počítače";"";"";"";"";"";"";"";"";"";"Umax U-Box J42 Nano UMM210J44";""
"KB_100001879444";"";"ETA 007090010";"49409720-92ac-11f1-845a-bc2411833e01";"";"8590393336067";"";"";"Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Kuchynské roboty";"Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Kuchynské roboty";"";"";"";"";"";"";"";"";"";"ETA Leonardo Plus 0070 900010";""
"KB_100001740130";"";"Tefal L9863153";"4a7e09a6-92ac-11f1-8ea5-bc2411833e01";"";"3168430337633";"";"";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Hrnce";"Domáce spotrebiče > Malé spotrebiče > Nádobie > Hrnce";"";"";"";"";"";"";"";"";"";"Tefal Odnímateľná rukoväť Ingenio 6 L9863153";""
"KB_100001173055";"";"Kingston USB 3.2 (gen 1) DT Kyson 64GB";"4f96029a-92ac-11f1-9177-bc2411833e01";"";"740617309102";"";"";"TV, audio a video > Počítače a príslušenstvo > Pamäťové médiá > USB flash disky";"TV, audio a video > Počítače a príslušenstvo > Pamäťové médiá > USB flash disky";"";"";"";"";"";"";"";"";"";"KINGSTON DataTraveler Kyson 64GB DTKN/64GB";""
"KB_100001382487";"";"RivaCase 7567 batoh na notebook 17,3""";"4fa03b70-92ac-11f1-ad9e-bc2411833e01";"";"4260403578308";"";"";"TV, audio a video > Počítače a príslušenstvo > Príslušenstvo k notebookom > Tašky k notebookom";"TV, audio a video > Počítače a príslušenstvo > Príslušenstvo k notebookom > Tašky k notebookom";"";"";"";"";"";"";"";"";"";"Rivacase Prater 17,3"" 7567 sivá";""
"KB_100001501379";"";"Rapoo M300 Silent bezdrátová myš, modrá";"5080eca6-92ac-11f1-a5c5-bc2411833e01";"";"6940056180490";"";"";"TV, audio a video > Počítače a príslušenstvo > PC periférie > Myši";"TV, audio a video > Počítače a príslušenstvo > PC periférie > Myši";"";"";"";"";"";"";"";"";"";"Rapoo M300 6940056180490";""
"KB_100001382812";"";"Umax U-Smart Laser Robot Accesories";"50b2bec0-92ac-11f1-b772-bc2411833e01";"";"8595142719177";"";"";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo k vysávačom";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo k vysávačom";"";"";"";"";"";"";"";"";"";"UMAX U-Smart Laser Robot Accesories / Hlavná kefa amp; 2x Bočná kefka amp; 2x Hepa filter amp; 1x Textilná handrička na vytieranie (UB912)";""
"KB_100001880340";"";"Alligator 3079B";"50bc6d6c-92ac-11f1-b6b7-bc2411833e01";"";"7350007792587";"";"";"Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Krájače potravín";"Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Krájače potravín";"";"";"";"";"";"";"";"";"";"Krájač Alligator Family z umelej hmoty čierny";""
"KB_100001881353";"";"Ardes 4B03";"50faf6d6-92ac-11f1-bbd3-bc2411833e01";"";"8004032112986";"";"";"Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Vykurovacie telesá > Vykurovacie telesá, radiátory > Teplovzdušné ventilátory";"Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Vykurovacie telesá > Vykurovacie telesá, radiátory > Teplovzdušné ventilátory";"";"";"";"";"";"";"";"";"";"Infra Ardes 4B03";""
"KB_100001714207";"";"D-LINK WiFi AX1500 Mesh 2-pack (M15-2)";"511c4bce-92ac-11f1-aa91-bc2411833e01";"";"790069461187";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"";"";"";"";"";"";"";"";"";"D-Link M15-2, 2ks";""
"KB_100000571086";"";"Rapoo 8050T set klávesnice a myši černý";"51326b20-92ac-11f1-b598-bc2411833e01";"";"6940056189684";"";"";"TV, audio a video > Počítače a príslušenstvo > PC periférie > Klávesnice";"TV, audio a video > Počítače a príslušenstvo > PC periférie > Klávesnice";"";"";"";"";"";"";"";"";"";"Rapoo 8050T 6940056189684";""
"KB_100001393029";"";"KMP E199X (502XL Y)";"5167d238-92ac-11f1-b463-bc2411833e01";"";"4011324373561";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"KMP Epson 502XL Y - kompatibilný";""
"KB_100000461725";"";"HP 304 Tri-colour, N9K05AE";"5171a1be-92ac-11f1-b18e-bc2411833e01";"";"889894860736";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"HP N9K05AE - originálny";""
"KB_100001881519";"";"Fixed držák tab/telefonu Relax,FIXRLX-BK";"5267cee0-92ac-11f1-b4ce-bc2411833e01";"";"8591680142972";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Držiaky na mobily";"TV, audio a video > Mobily a tablety > Príslušenstvo > Držiaky na mobily";"";"";"";"";"";"";"";"";"";"FIXED Relax FIXRLX-BK";""
"KB_100001755867";"";"Maxxo UNI filtry 8ks";"52ab8982-92ac-11f1-a379-bc2411833e01";"";"8595235806708";"";"";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Príslušenstvo pre filtračné kanvice";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Príslušenstvo pre filtračné kanvice";"";"";"";"";"";"";"";"";"";"Maxxo Uni 8 ks";""
"KB_100001959515";"";"ScanPart Čisticí tablety 90ks";"55d284e4-92ac-11f1-a9b9-bc2411833e01";"";"4012074058067";"";"";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kávovarom";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kávovarom";"";"";"";"";"";"";"";"";"";"ScanPart Čistiace tabletky 90ks";""
"KB_100001932194";"";"TP-LINK WiFi AX3000 (Deco X50 2-pack)";"55e88762-92ac-11f1-9a5d-bc2411833e01";"";"4897098687079";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"";"";"";"";"";"";"";"";"";"TP-Link Deco X50, 2ks";""
"KB_100001926487";"";"Fixed USB-C/Lightning FIXDLS-CL2-WH";"5912233a-92ac-11f1-a31f-bc2411833e01";"";"8591680147366";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Nabíjačky pre mobily";"TV, audio a video > Mobily a tablety > Príslušenstvo > Nabíjačky pre mobily";"";"";"";"";"";"";"";"";"";"Fixed FIXDLS-CL2-WH Liquid silicone nabíjací a dátový, PD 60W USB-C/Lightning - MFi na iPhone/iPad/iPod/AirPods, 2m, bílý";""
"KB_100001932195";"";"TP-LINK WiFi AX3000 (Deco X50 1-pack)";"598e7e1c-92ac-11f1-a68b-bc2411833e01";"";"4897098687062";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"";"";"";"";"";"";"";"";"";"TP-LINK Deco X50";""
"KB_100001169950";"";"D-LINK 5-Port Gigabit Switch (DGS-105GL)";"59cbf170-92ac-11f1-bec2-bc2411833e01";"";"790069458576";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"";"";"";"";"";"";"";"";"";"D-Link DGS-105GL";""
"KB_100001879427";"";"ETA 002892020";"5a417224-92ac-11f1-9e7a-bc2411833e01";"";"8590393336166";"";"";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kuchynským robotom";"Domáce spotrebiče > Malé spotrebiče > Príslušenstvo k malým spotrebičom > Príslušenstvo ku kuchynským robotom";"";"";"";"";"";"";"";"";"";"ETA Gratus 0028 92020";""
"KB_100002076356";"";"Fixed Gravity univ.držák FIXH-GR2-GR";"5b43eaa8-92ac-11f1-a708-bc2411833e01";"";"8591680160426";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Držiaky na mobily";"TV, audio a video > Mobily a tablety > Príslušenstvo > Držiaky na mobily";"";"";"";"";"";"";"";"";"";"FIXED FIXH-GR2-GR";""
"KB_100001510853";"";"Fixed Watch42/44/45 černý,FIXMEST-434-BK";"5b707348-92ac-11f1-a99a-bc2411833e01";"";"8591680133338";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Príslušenstvo pre smart hodinky";"TV, audio a video > Mobily a tablety > Príslušenstvo > Príslušenstvo pre smart hodinky";"";"";"";"";"";"";"";"";"";"Fixed Mesh Strap nerezový remienok pre Apple Watch 42/44/45mm čierny FIXMEST-434-BK";""
"KB_100002080836";"";"TP-LINK WiFi AX1500 (Deco X10 2-pack)";"5cc8b6ce-92ac-11f1-8350-bc2411833e01";"";"4895252503173";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"";"";"";"";"";"";"";"";"";"TP-Link Deco X10, 2ks";""
"KB_100001021553";"";"D-LINK WiFi LTE USB Modem (DWR-933)";"5d86e630-92ac-11f1-952f-bc2411833e01";"";"790069450068";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"";"";"";"";"";"";"";"";"";"D-Link DWR-933";""
"KB_100002102375";"";"Fixed kabel USB-C/USB-C FIXDBP-CC2-GR";"5f4b7a9e-92ac-11f1-a359-bc2411833e01";"";"8591680168675";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Káble pre mobily";"TV, audio a video > Mobily a tablety > Príslušenstvo > Káble pre mobily";"";"";"";"";"";"";"";"";"";"Fixed FIXDBP-CC2-GR USB-C/USB-C, PD 3.1, 240W, 2m, sivý";""
"KB_100002103222";"";"KMP H-T259B (HP W2070A Black)";"60cc1e82-92ac-11f1-aa93-bc2411833e01";"";"4011324374865";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Tonery";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Tonery";"";"";"";"";"";"";"";"";"";"KMP HP W2070A - kompatibilný";""
"KB_340930019999";"";"UNI ME 2153 vařič Solo";"62358f2e-92ac-11f1-8695-bc2411833e01";"";"8590584215300";"";"";"Domáce spotrebiče > Malé spotrebiče > Grily, pekárne, variče > Elektrické variče";"Domáce spotrebiče > Malé spotrebiče > Grily, pekárne, variče > Elektrické variče";"";"";"";"";"";"";"";"";"";"Meva Solo";""
"KB_100002104315";"";"Black&Decker BXMRA1500E";"63b5ae7e-92ac-11f1-b91d-bc2411833e01";"";"8432406350083";"";"";"Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Vykurovacie telesá > Vykurovacie telesá, radiátory > Konvektory";"Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Vykurovacie telesá > Vykurovacie telesá, radiátory > Konvektory";"";"";"";"";"";"";"";"";"";"Black & Decker BXMRA1500E Mica";""
"KB_100001517276";"";"MERCUSYS WiFi AC1300 Halo H30G (2-pack)";"642c32f6-92ac-11f1-9883-bc2411833e01";"";"6957939000677";"";"";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > WiFi routery";"";"";"";"";"";"";"";"";"";"Mercusys Halo H30G, 2ks";""
"KB_100001743283";"";"KMP H96CX (HP 305XL Colour)";"6494785c-92ac-11f1-ac96-bc2411833e01";"";"4011324000160";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"KMP HP 3YM63AE - kompatibilný";""
"KB_100002103224";"";"KMP H-T259M (HP W2073A Magenta)";"64aa8db8-92ac-11f1-b6bb-bc2411833e01";"";"4011324374889";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Tonery";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Tonery";"";"";"";"";"";"";"";"";"";"KMP HP W2073A - kompatibilný";""
"KB_100002103225";"";"KMP H-T259Y (HP W2072A Yellow)";"64b42c7e-92ac-11f1-9d46-bc2411833e01";"";"4011324374896";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Tonery";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Tonery";"";"";"";"";"";"";"";"";"";"KMP HP W2072A - kompatibilný";""
"KB_100002120867";"";"Fixed držák do auta FIXICQ-FLEXXL-BK";"65323286-92ac-11f1-b853-bc2411833e01";"";"8591680173679";"";"";"TV, audio a video > Mobily a tablety > Príslušenstvo > Držiaky na mobily";"TV, audio a video > Mobily a tablety > Príslušenstvo > Držiaky na mobily";"";"";"";"";"";"";"";"";"";"FIXED Iconiq Flex XL FIXICQ-FLEXXL-BK";""
"KB_100002073231";"";"PS5 DualSense Controller Starlight Blue";"65c37606-92ac-11f1-bf47-bc2411833e01";"";"711719576013";"";"";"TV, audio a video > Počítače a príslušenstvo > Herné zariadenia > Herné ovládače > Gamepady";"TV, audio a video > Počítače a príslušenstvo > Herné zariadenia > Herné ovládače > Gamepady";"";"";"";"";"";"";"";"";"";"PlayStation 5 DualSense PS719727897";""
"KB_100000650993";"";"CANON PG-560BK Black";"6771ec94-92ac-11f1-b8a6-bc2411833e01";"";"4549292144642";"";"";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"TV, audio a video > Počítače a príslušenstvo > Tlačiarne a skenery > Atramenty";"";"";"";"";"";"";"";"";"";"Canon 3713C001 - originálny";""
"KB_100002081657";"";"Rapoo E9310M klávesnice bílá";"682c625e-92ac-11f1-82e2-bc2411833e01";"";"6940056126368";"";"";"TV, audio a video > Počítače a príslušenstvo > PC periférie > Klávesnice";"TV, audio a video > Počítače a príslušenstvo > PC periférie > Klávesnice";"";"";"";"";"";"";"";"";"";"Rapoo E9310M 6940056126368";""
"KB_100002127072";"";"G3Ferrari G2013900 Artiko Výrobník ledu";"68d0d906-92ac-11f1-b27a-bc2411833e01";"";"8056095879177";"";"";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky ľadu";"Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Výrobníky ľadu";"";"";"";"";"";"";"";"";"";"G3Ferrari G20139";""
