ean;stara_url;stary_nazov;stara_kategoria;najdena_kategoria;cesta_kategorie;nova_url_kategorie;skore;pocet_zhod;istota
8004032111354;https://premiumstore.sk/ardes-ea50pb#61368;Ardes EA50PB;Malé domáce spotrebiče | Ventilátory;Ventilátory;Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Ventilátory;ventilatory;4.95;1;NIZKA
8595022046720;https://premiumstore.sk/bravo-b-4672-bily#61363;Bravo B-4672 bílý;Malé domáce spotrebiče | Ventilátory;Ventilátory;Domáce spotrebiče > Malé spotrebiče > Vzduchotechnika > Ventilátory;ventilatory;4.95;1;NIZKA
8594186721818;https://premiumstore.sk/guzzanti-gz-30bw#61354;Guzzanti GZ 30BW;Veľké domáce spotrebiče | Chladničky;Chladničky;Domáce spotrebiče > Veľké spotrebiče > Chladničky;chladnicky;6.47;1;NIZKA
5411397140562;https://premiumstore.sk/domo-do-720-k#61353;Domo DO 720 K;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava nápojov | Kávovary a príprava kávy | Automatické kávovary;Kávovary a espressá;Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá;kavovary-a-espressa;6.47;1;NIZKA
8595022042975;https://premiumstore.sk/bravo-b-4297-mia#61313;Bravo B-4297 Mia;Malé domáce spotrebiče | Žehličky;Žehličky;Domáce spotrebiče > Malé spotrebiče > Žehličky;zehlicky;6.19;1;NIZKA
8595022046768;https://premiumstore.sk/bravo-b-4676-pecici-panev#61312;Bravo B-4676 Pečící pánev;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava jedla | Malé kuchynské spotrebiče | Varenie a vyprážanie | Fritézy;Fritézy a hrnce;Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce;fritezy-a-hrnce;6.39;1;NIZKA
8595022043798;https://premiumstore.sk/bravo-ellis-b-4364-fialova#61290;Bravo Ellis B-4364 fialová;Malé domáce spotrebiče | Príprava nápojov | Rýchlovarné konvice;Rýchlovarné kanvice;Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Rýchlovarné kanvice;rychlovarne-kanvice;7.86;1;NIZKA
8056420220629;https://premiumstore.sk/beper-bf640#61286;BEPER BF640;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava jedla | Malé kuchynské spotrebiče | Varenie a vyprážanie | Fritézy;Fritézy a hrnce;Domáce spotrebiče > Malé spotrebiče > Fritézy a hrnce;fritezy-a-hrnce;6.39;1;NIZKA
3121047242271;https://premiumstore.sk/rowenta-xd6220f0#61278;Rowenta XD6220F0;Heureka.sk | Domáce a osobné spotrebiče | Spotrebiče na upratovanie | Vysávače;Vysávače;Domáce spotrebiče > Malé spotrebiče > Vysávače;vysavace;5.96;1;NIZKA
8711000366035;https://premiumstore.sk/l-or-onyx-20ks#61269;L'OR Onyx 20ks;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava nápojov | Kávovary a príprava kávy | Automatické kávovary;Kávovary a espressá;Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá;kavovary-a-espressa;6.47;1;NIZKA
8711000895849;https://premiumstore.sk/jacobs-barista-crema-1-kg-zrno#61262;Jacobs Barista Crema 1 kg zrno;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava nápojov | Kávovary a príprava kávy | Automatické kávovary;Kávovary a espressá;Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá;kavovary-a-espressa;6.47;1;NIZKA
8711000895788;https://premiumstore.sk/jacobs-barista-espresso-1-kg#61261;Jacobs Barista Espresso 1 kg;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava nápojov | Kávovary a príprava kávy | Automatické kávovary;Kávovary a espressá;Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá;kavovary-a-espressa;6.47;1;NIZKA
8013240705538;https://premiumstore.sk/laica-xxl-milano-modra#61245;Laica XXL Milano modrá;Malé domáce spotrebiče | Príprava nápojov | Filtračné konvice;Príslušenstvo pre filtračné kanvice;Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Príslušenstvo pre filtračné kanvice;prislusenstvo-pre-filtracne-kanvice;7.35;1;NIZKA
5050370005117;https://premiumstore.sk/guzzanti-gz-200#61202;Guzzanti GZ 200;Malé domáce spotrebiče | Príprava nápojov | Rýchlovarné konvice;Typ UVB 200 A;Elektroinštalačný materiál > Rozvádzačové prvky > Bloky pre rozdělení fází > Typ UVB 200 A;typ-uvb-200-a;8.27;1;NIZKA
0011120232714;https://premiumstore.sk/bissell-cistici-prostredek-na-podlahy#61160;BISSELL Čistící prostředek na podlahy;Heureka.sk | Domáce a osobné spotrebiče | Spotrebiče na upratovanie | Vysávače;Vysávače;Domáce spotrebiče > Malé spotrebiče > Vysávače;vysavace;5.96;1;NIZKA
H5023;https://premiumstore.sk/klavesnice-kodova-emos-ip-006ax-h5023-gosmart-wi-fi#59789;EMOS IP-006AX /H5023/ GoSmart Kódová klávesnice, Wi-Fi;Domácnosť | Bezdrôtové zvončeky;Klávesnice;TV, audio a video > Počítače a príslušenstvo > Klávesnice;klavesnice-2;6.88;1;NIZKA
H4021;https://premiumstore.sk/monitor-pridavny-gosmart-emos-ip-750b-h4021-pro-videotelefon-ip-750a#59269;EMOS IP-750B /H4021/ GoSmart přídavný monitor domácího videotelefonu IP-750A;Domácnosť | Bezdrôtové zvončeky;Monitor stands;TV, audio a video > Počítače a príslušenstvo > Monitor stands;monitor-stands;7.86;1;NIZKA
H4020;https://premiumstore.sk/sada-domaciho-videotelefonu-gosmart-emos-ip-750a-h4020-s-wi-fi#59268;EMOS IP-750A /H4020/ GoSmart sada domácího videotelefonu s Wi-Fi;Domácnosť | Bezdrôtové zvončeky;Domové alarmy a zvončeky;Domáce spotrebiče > Malé spotrebiče > Žehličky > Domové alarmy a zvončeky;domove-alarmy-a-zvonceky;6.32;1;NIZKA
M3216;https://premiumstore.sk/multimetr-emos-md-300-m3216#59267;Multimetr EMOS MD-300 /M3216/;Heureka.sk | Dielňa, stavba, záhrada | Náradie pre dielňu a záhradu | Náradie do dielne | Ručné náradie | Klasické skrutkovače;Klasické kovové;Auto-moto > Vybavenie autá > Stierače > Klasické kovové;klasicke-kovove;7.57;1;NIZKA
0010942216476;https://premiumstore.sk/nespresso-krups-inissia-xn100510-cerveny#58790;NESPRESSO KRUPS Inissia XN100510 červený;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava nápojov | Kávovary a príprava kávy | Automatické kávovary;Kávovary a espressá;Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá;kavovary-a-espressa;6.47;1;NIZKA
BPC120134034R;https://premiumstore.sk/nabijecka-chytra-victron-energy-bluesmart-6v-12v-1-1a-dc-konektor-bluetooth-ip65#58149;Nabíječka chytrá Victron Energy BlueSmart 6V/12V/1,1A + DC konektor, Bluetooth, IP65;Energia | Nabíjačky akumulátorov;F-konektor;TV, audio a video > AV káble > Anténa > Konektory a redukcie > F-konektor;f-konektor;8.27;1;NIZKA
BPC121542002;https://premiumstore.sk/nabijecka-chytra-victron-energy-bluesmart-12v-15a-1-vystup-ip22#58148;Nabíječka chytrá Victron Energy BlueSmart 12V/15A, 1 výstup, IP22;Energia | Nabíjačky akumulátorov;Televízory na 12V;TV, audio a video > Televízory > Televízory na 12V;televizory-na-12v;6.66;1;NIZKA
BPC123047002;https://premiumstore.sk/nabijecka-chytra-victron-energy-bluesmart-12v-30a-ip22#58146;Nabíječka chytrá Victron Energy BlueSmart 12V/30A IP22;Energia | Nabíjačky akumulátorov;Televízory na 12V;TV, audio a video > Televízory > Televízory na 12V;televizory-na-12v;6.66;1;NIZKA
BPC122531064;https://premiumstore.sk/nabijecka-chytra-victron-energy-bluesmart-12v-25a-dc-konektor-bluetooth-ip65#58145;Nabíječka chytrá Victron Energy BlueSmart 12V/25A + DC konektor, Bluetooth, IP65;Energia | Nabíjačky akumulátorov;F-konektor;TV, audio a video > AV káble > Anténa > Konektory a redukcie > F-konektor;f-konektor;8.27;1;NIZKA
BPC120731064R;https://premiumstore.sk/nabijecka-chytra-victron-energy-bluesmart-12v-7a-ip65-dc-konektor#58144;Nabíječka chytrá Victron Energy BlueSmart 12V/7A IP65+DC konektor;Energia | Nabíjačky akumulátorov;F-konektor;TV, audio a video > AV káble > Anténa > Konektory a redukcie > F-konektor;f-konektor;8.27;1;NIZKA
BPC121032064R;https://premiumstore.sk/nabijecka-chytra-victron-energy-bluesmart-12v-10a-dc-konektor-bluetooth-ip65#58143;Nabíječka chytrá Victron Energy BlueSmart 12V/10A + DC konektor, Bluetooth, IP65;Energia | Nabíjačky akumulátorov;F-konektor;TV, audio a video > AV káble > Anténa > Konektory a redukcie > F-konektor;f-konektor;8.27;1;NIZKA
BPC120533064R;https://premiumstore.sk/nabijecka-chytra-victron-energy-bluesmart-12v-5a-dc-konektor-bluetooth-ip65#58142;Nabíječka chytrá Victron Energy BlueSmart 12V/5A + DC konektor, Bluetooth, IP65;ws.TIPA | Dům a zahrada | Auto, moto | Autonabíječky, Startovací kabely a zkoušečky | Autonabíječky;F-konektor;TV, audio a video > AV káble > Anténa > Konektory a redukcie > F-konektor;f-konektor;8.27;1;NIZKA
4211125655167;https://premiumstore.sk/beurer-bm-58#43912;BEURER BM 58;Starostlivosť o telo, zdravie | Tlakomery;Tlakomery, tonometre;Zdravie a starostlivosť > Starostlivosť o zdravie > Tlakomery, tonometre;tlakomery--tonometre;8.27;1;NIZKA
*E05018;https://premiumstore.sk/emos-e05018-bezdratove-cidlo#42959;EMOS E05018 bezdrátové čidlo;Malé domáce spotrebiče | Meteostanice;Bezdrátové reproduktory;TV, audio a video > Reproduktory > Bezdrátové reproduktory;bezdratove-reproduktory;7.01;1;NIZKA
SP-240-12;https://premiumstore.sk/cp-pr-114-napajeci-zdroj-pro-vice-kamer-12v-20a-v-kovu#40529;Cp Plus CP-PR-114 Napájecí zdroj pro více kamer - 12V/20A v kovu;Heureka.sk | Elektronika | Počítače a notebooky | Sieťové prvky | IP kamery;Atrapy kamer;Bezpečnosť a smart domácnosť > Kamerové systémy > Atrapy kamer;atrapy-kamer;8.27;1;NIZKA
P5733W;https://premiumstore.sk/domovni-bezdratovy-zvonek-emos-p5733w-do-zasuvky#39183;Domovní bezdrátový zvonek EMOS P5733W do zásuvky;Domácnosť | Bezdrôtové zvončeky;Domové alarmy a zvončeky;Domáce spotrebiče > Malé spotrebiče > Žehličky > Domové alarmy a zvončeky;domove-alarmy-a-zvonceky;6.32;1;NIZKA
4548736130883;https://premiumstore.sk/sony-wfc500b-ce7-cerna#38454;Sony WFC500B.CE7 černá;TV, Video, Audio | Audio technika | Slúchadlá;Slúchadlá;TV, audio a video > Slúchadlá;sluchadla;5.59;1;NIZKA
7613036932097;https://premiumstore.sk/starbucks-dark-cafe-verona-200g#38412;Starbucks DARK CAFE VERONA 200g;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava nápojov | Kávovary a príprava kávy | Automatické kávovary;Kávovary a espressá;Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá;kavovary-a-espressa;6.47;1;NIZKA
6925281964749;https://premiumstore.sk/jbl-tune520bt-blue#38404;JBL Tune520BT blue;TV, Video, Audio | Audio technika | Slúchadlá;Blue Laser;Profesionálna audio technika > Svetlá > Lasery > Blue Laser;blue-laser;8.27;1;NIZKA
8445290183477;https://premiumstore.sk/starbucks-r-espresso-roast-450-g#38389;Starbucks® Espresso Roast 450 g;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava nápojov | Kávovary a príprava kávy | Automatické kávovary;Kávovary a espressá;Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá;kavovary-a-espressa;6.47;1;NIZKA
8697460233080;https://premiumstore.sk/multiprepinac-teletek-17-20#29783;Multipřepínač TeleTek 17/20;;;;;0.00;0;ZIADNA
P5760T;https://premiumstore.sk/tlacitko-emos-p5760t-pro-zvonek-p5760-a-p5763#29689;Tlačítko EMOS P5760T (pro zvonek P5760 a P5763);Domácnosť | Bezdrôtové zvončeky;Domové alarmy a zvončeky;Domáce spotrebiče > Malé spotrebiče > Žehličky > Domové alarmy a zvončeky;domove-alarmy-a-zvonceky;6.32;1;NIZKA
0010942223399;https://premiumstore.sk/krups-ea-890810#28581;KRUPS EA 890810;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava nápojov | Kávovary a príprava kávy | Automatické kávovary;Kávovary a espressá;Domáce spotrebiče > Malé spotrebiče > Kávovary a espressá;kavovary-a-espressa;6.47;1;NIZKA
BPC121532064R;https://premiumstore.sk/nabijecka-chytra-victron-energy-bluesmart-12v-15a-dc-konektor-bluetooth-ip65#28265;Victron Energy Nabíječka akumulátorů inteligentní BlueSmart 12V/15A + DC konektor, Bluetooth, IP65;Energia | Nabíjačky akumulátorov;F-konektor;TV, audio a video > AV káble > Anténa > Konektory a redukcie > F-konektor;f-konektor;8.27;1;NIZKA
6956079715243;https://premiumstore.sk/midea-s8-spare-parts-kit2#28247;MIDEA Robozone Midea S8+ Spare Parts Kit2;Heureka.sk | Domáce a osobné spotrebiče | Spotrebiče na upratovanie | Vysávače;Vysávače;Domáce spotrebiče > Malé spotrebiče > Vysávače;vysavace;5.96;1;NIZKA
6956079715250;https://premiumstore.sk/midea-s8-spare-parts-kit1#28246;MIDEA Robozone Midea S8+ Spare Parts Kit1;Heureka.sk | Domáce a osobné spotrebiče | Spotrebiče na upratovanie | Vysávače;Vysávače;Domáce spotrebiče > Malé spotrebiče > Vysávače;vysavace;5.96;1;NIZKA
6956079715236;https://premiumstore.sk/midea-s8-dust-bag-3pcs#28245;MIDEA Robozone Midea S8+ Dust bag 3pcs;Heureka.sk | Domáce a osobné spotrebiče | Spotrebiče na upratovanie | Vysávače;Vône FRESH BAG;Auto-moto > Vybavenie autá > Osviežovače vzduchu > Vône FRESH BAG;vone-fresh-bag;8.27;1;NIZKA
6956079715212;https://premiumstore.sk/midea-m7pro-spare-parts-kit#28244;MIDEA Robozone Midea M7pro Spare Parts Kit;Heureka.sk | Domáce a osobné spotrebiče | Spotrebiče na upratovanie | Vysávače;Vysávače;Domáce spotrebiče > Malé spotrebiče > Vysávače;vysavace;5.96;1;NIZKA
6956079715229;https://premiumstore.sk/midea-m7-spare-parts-kit#28243;MIDEA Robozone Midea M7 Spare Parts Kit;Heureka.sk | Domáce a osobné spotrebiče | Spotrebiče na upratovanie | Vysávače;Vysávače;Domáce spotrebiče > Malé spotrebiče > Vysávače;vysavace;5.96;1;NIZKA
P5734T;https://premiumstore.sk/tlacitko-emos-p5734t-pro-zvonek-p5734-p5734b-p5735ss-a-p5735ws-na-1x-cr2032#28214;Tlačítko EMOS P5734T (pro zvonek P5734, P5734B na 1x CR2032);Domácnosť | Bezdrôtové zvončeky;Domové alarmy a zvončeky;Domáce spotrebiče > Malé spotrebiče > Žehličky > Domové alarmy a zvončeky;domove-alarmy-a-zvonceky;6.32;1;NIZKA
P5734B;https://premiumstore.sk/domovni-bezdratovy-zvonek-emos-p5734b-do-zasuvky#28213;Domovní bezdrátový zvonek EMOS P5734B do zásuvky;Domácnosť | Bezdrôtové zvončeky;Domové alarmy a zvončeky;Domáce spotrebiče > Malé spotrebiče > Žehličky > Domové alarmy a zvončeky;domove-alarmy-a-zvonceky;6.32;1;NIZKA
P5734;https://premiumstore.sk/domovni-bezdratovy-zvonek-emos-p5734-do-zasuvky#28212;Domovní bezdrátový zvonek EMOS P5734 do zásuvky;Domácnosť | Bezdrôtové zvončeky;Domové alarmy a zvončeky;Domáce spotrebiče > Malé spotrebiče > Žehličky > Domové alarmy a zvončeky;domove-alarmy-a-zvonceky;6.32;1;NIZKA
M0230;https://premiumstore.sk/multimetr-emos-md-230#27310;Multimetr EMOS MD-230;Heureka.sk | Dielňa, stavba, záhrada | Náradie pre dielňu a záhradu | Náradie do dielne | Ručné náradie | Klasické skrutkovače;Klasické kovové;Auto-moto > Vybavenie autá > Stierače > Klasické kovové;klasicke-kovove;7.57;1;NIZKA
M0430;https://premiumstore.sk/multimetr-emos-md-430#27309;Multimetr EMOS MD-430;Heureka.sk | Dielňa, stavba, záhrada | Náradie pre dielňu a záhradu | Náradie do dielne | Ručné náradie | Klasické skrutkovače;Klasické kovové;Auto-moto > Vybavenie autá > Stierače > Klasické kovové;klasicke-kovove;7.57;1;NIZKA
P5729T;https://premiumstore.sk/tlacitko-emos-p5729t-pro-zvonek-p5729-p5729b-p5731#27308;Tlačítko EMOS P5729T (pro zvonek P5729, P5729B, P5731);Domácnosť | Bezdrôtové zvončeky;Domové alarmy a zvončeky;Domáce spotrebiče > Malé spotrebiče > Žehličky > Domové alarmy a zvončeky;domove-alarmy-a-zvonceky;6.32;1;NIZKA
4251539600544;https://premiumstore.sk/lord-k1#27170;Lord K1;Malé domáce spotrebiče | Príprava nápojov | Rýchlovarné konvice;Rýchlovarné kanvice;Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Rýchlovarné kanvice;rychlovarne-kanvice;7.86;1;NIZKA
7319599035083;https://premiumstore.sk/electrolux-ze121#27094;Electrolux ZE121;Heureka.sk | Domáce a osobné spotrebiče | Spotrebiče na upratovanie | Vysávače;Vysávače;Domáce spotrebiče > Malé spotrebiče > Vysávače;vysavace;5.96;1;NIZKA
P5729;https://premiumstore.sk/bezbateriovy-domovni-bezdratovy-zvonek-emos-p5729-bily#26796;Bezbateriový domovní bezdrátový zvonek EMOS P5729 bílý;Domácnosť | Bezdrôtové zvončeky;Domové alarmy a zvončeky;Domáce spotrebiče > Malé spotrebiče > Žehličky > Domové alarmy a zvončeky;domove-alarmy-a-zvonceky;6.32;1;NIZKA
P5733G;https://premiumstore.sk/domovni-bezdratovy-zvonek-p5733g-do-zasuvky#26736;Emos Domovní bezdrátový zvonek P5733G do zásuvky;Domácnosť | Bezdrôtové zvončeky;Domové alarmy a zvončeky;Domáce spotrebiče > Malé spotrebiče > Žehličky > Domové alarmy a zvončeky;domove-alarmy-a-zvonceky;6.32;1;NIZKA
P5733S;https://premiumstore.sk/domovni-bezdratovy-zvonek-p5733s-do-zasuvky#26735;Emos Domovní bezdrátový zvonek P5733S do zásuvky;Domácnosť | Bezdrôtové zvončeky;Domové alarmy a zvončeky;Domáce spotrebiče > Malé spotrebiče > Žehličky > Domové alarmy a zvončeky;domove-alarmy-a-zvonceky;6.32;1;NIZKA
P5729B;https://premiumstore.sk/bezbateriovy-domovni-bezdratovy-zvonek-emos-p5729b-cerny#26733;Bezbateriový domovní bezdrátový zvonek EMOS P5729B;Domácnosť | Bezdrôtové zvončeky;Domové alarmy a zvončeky;Domáce spotrebiče > Malé spotrebiče > Žehličky > Domové alarmy a zvončeky;domove-alarmy-a-zvonceky;6.32;1;NIZKA
4895229117471;https://premiumstore.sk/philips-tat2236pk-00#26618;Philips_Ce Philips TAT2236PK/00;TV, Video, Audio | Audio technika | Slúchadlá;Slúchadlá;TV, audio a video > Slúchadlá;sluchadla;5.59;1;NIZKA
4895229117440;https://premiumstore.sk/philips-tat2236bk-00#26616;Philips_Ce Philips TAT2236BK/00;TV, Video, Audio | Audio technika | Slúchadlá;Slúchadlá;TV, audio a video > Slúchadlá;sluchadla;5.59;1;NIZKA
3707346021665;https://premiumstore.sk/steamone-pro2000#26610;Steamone PRO2000;Malé domáce spotrebiče | Žehličky;Žehličky;Domáce spotrebiče > Malé spotrebiče > Žehličky;zehlicky;6.19;1;NIZKA
3707346024000;https://premiumstore.sk/steamone-stilys#26602;SteamOne Stilys;Malé domáce spotrebiče | Žehličky;Žehličky;Domáce spotrebiče > Malé spotrebiče > Žehličky;zehlicky;6.19;1;NIZKA
ENC2410;https://premiumstore.sk/carspa-enc2410#26587;CARSPA ENC2410;Energia | Nabíjačky akumulátorov;Káble a nabíjačky pre elektromobily;Auto-moto > Káble a nabíjačky pre elektromobily;kable-a-nabijacky-pre-elektromobily;5.46;1;NIZKA
J0690;https://premiumstore.sk/emos-em-29u5g-em-p129-profi-venkovni-dvb-t2-antena#26579;EMOS EM-29U5G venkovní DVB-T2 anténa, PROFI;;Anténa;TV, audio a video > AV káble > Anténa;antena;7.01;1;NIZKA
*J0222;https://premiumstore.sk/zasuvka-tv-r-prubezna-emos-eu-3614-utlum-14db#26577;Emos Zásuvka televizní průběžná EU 3614 14dB;;;;;0.00;0;ZIADNA
4242002830414;https://premiumstore.sk/bosch-bbz41fgall#25734;BOSCH BBZ41FGALL;Heureka.sk | Domáce a osobné spotrebiče | Spotrebiče na upratovanie | Vysávače;Vysávače;Domáce spotrebiče > Malé spotrebiče > Vysávače;vysavace;5.96;1;NIZKA
4242002723105;https://premiumstore.sk/bosch-mfq36470#25719;BOSCH MFQ36470;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava jedla | Malé kuchynské spotrebiče | Mixovanie a šľahanie | Mixéry;Mixéry a šľahače;Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Mixéry a šľahače;mixery-a-slahace;6.76;1;NIZKA
4242002556857;https://premiumstore.sk/bosch-mfq4070#25718;BOSCH MFQ4070;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava jedla | Malé kuchynské spotrebiče | Mixovanie a šľahanie | Mixéry;Mixéry a šľahače;Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Mixéry a šľahače;mixery-a-slahace;6.76;1;NIZKA
4211125656317;https://premiumstore.sk/beurer-bm-49#25400;BEURER BM 49;Starostlivosť o telo, zdravie | Tlakomery;Tlakomery, tonometre;Zdravie a starostlivosť > Starostlivosť o zdravie > Tlakomery, tonometre;tlakomery--tonometre;8.27;1;NIZKA
4242002945071;https://premiumstore.sk/bosch-mfq-2210p#25390;BOSCH MFQ 2210P;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava jedla | Malé kuchynské spotrebiče | Mixovanie a šľahanie | Mixéry;Mixéry a šľahače;Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Mixéry a šľahače;mixery-a-slahace;6.76;1;NIZKA
8594043280250;https://premiumstore.sk/koma-ex01p-electrolux-clario-excelio#25359;Koma EX01P - Electrolux Clario, Excelio;Heureka.sk | Domáce a osobné spotrebiče | Spotrebiče na upratovanie | Vysávače;Vysávače;Domáce spotrebiče > Malé spotrebiče > Vysávače;vysavace;5.96;1;NIZKA
8016361737204;https://premiumstore.sk/hoover-h-60-35600392#25304;HOOVER H 60   35600392;Heureka.sk | Domáce a osobné spotrebiče | Spotrebiče na upratovanie | Vysávače;Vysávače;Domáce spotrebiče > Malé spotrebiče > Vysávače;vysavace;5.96;1;NIZKA
4242002641454;https://premiumstore.sk/bosch-mfq-4030-s#25253;BOSCH MFQ 4030 S;Heureka.sk | Domáce a osobné spotrebiče | Kuchynské spotrebiče | Príprava jedla | Malé kuchynské spotrebiče | Mixovanie a šľahanie | Mixéry;Mixéry a šľahače;Domáce spotrebiče > Malé spotrebiče > Kuchynské roboty a krájače > Mixéry a šľahače;mixery-a-slahace;6.76;1;NIZKA
4957812602488;https://premiumstore.sk/yamaha-wxc-50-dark-silver#25123;YAMAHA WXC-50 DARK SILVER;TV, Video, Audio | Audio technika | HiFi komponenty | AV Receivery;AV receivery;TV, audio a video > Audio technika > HiFi komponenty > AV receivery;av-receivery;8.27;1;NIZKA
8711902034308;https://premiumstore.sk/lenco-l-3808-grey#25107;LENCO L-3808 Grey;TV, Video, Audio | Audio technika | HiFi komponenty | Gramofóny;Gramofóny;TV, audio a video > Audio technika > Gramofóny;gramofony-2;7.57;1;NIZKA
4957812591690;https://premiumstore.sk/yamaha-r-n602-black#25101;YAMAHA R-N602 BLACK;TV, Video, Audio | Audio technika | HiFi komponenty | AV Receivery;AV receivery;TV, audio a video > Audio technika > HiFi komponenty > AV receivery;av-receivery;8.27;1;NIZKA
PX1200-122;https://premiumstore.sk/menic-napeti-carspa-px1200-12-12v-230v-1200w#24800;Měnič napětí Carspa PX1200-12 12V/230V 1200W USB, DO, čistá sinusovka;;Televízory na 12V;TV, audio a video > Televízory > Televízory na 12V;televizory-na-12v;6.66;1;NIZKA
P5750.2T;https://premiumstore.sk/domovni-bezdratovy-zvonek-emos-p5750-2t#24774;Domovní bezdrátový zvonek EMOS P5750.2T;Domácnosť | Bezdrôtové zvončeky;Domové alarmy a zvončeky;Domáce spotrebiče > Malé spotrebiče > Žehličky > Domové alarmy a zvončeky;domove-alarmy-a-zvonceky;6.32;1;NIZKA
P5750T;https://premiumstore.sk/tlacitko-emos-p5750t-pro-zvonek-p5750-p5750-2t-p5750-2r#24773;Domovní bezdrátový zvonek EMOS P5750T - náhradní tlačítko;Domácnosť | Bezdrôtové zvončeky;Domové alarmy a zvončeky;Domáce spotrebiče > Malé spotrebiče > Žehličky > Domové alarmy a zvončeky;domove-alarmy-a-zvonceky;6.32;1;NIZKA
P5750;https://premiumstore.sk/domovni-bezdratovy-zvonek-emos-p5750#24772;Domovní bezdrátový zvonek EMOS P5750;Domácnosť | Bezdrôtové zvončeky;Domové alarmy a zvončeky;Domáce spotrebiče > Malé spotrebiče > Žehličky > Domové alarmy a zvončeky;domove-alarmy-a-zvonceky;6.32;1;NIZKA
4957812633062;https://premiumstore.sk/yamaha-mx-a5200-titan#24227;YAMAHA MX-A5200 TITAN;TV, Video, Audio | Audio technika | HiFi komponenty | AV Receivery;AV receivery;TV, audio a video > Audio technika > HiFi komponenty > AV receivery;av-receivery;8.27;1;NIZKA
8590393255481;https://premiumstore.sk/eta-060390010#23944;ETA 060390010;Malé domáce spotrebiče | Príprava nápojov | Rýchlovarné konvice;Rýchlovarné kanvice;Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Rýchlovarné kanvice;rychlovarne-kanvice;7.86;1;NIZKA
8590393255474;https://premiumstore.sk/eta-060390000#23943;ETA 060390000;Malé domáce spotrebiče | Príprava nápojov | Rýchlovarné konvice;Rýchlovarné kanvice;Domáce spotrebiče > Malé spotrebiče > Príprava nápojov > Rýchlovarné kanvice;rychlovarne-kanvice;7.86;1;NIZKA
8590393255245;https://premiumstore.sk/eta-116390000#23942;ETA 116390000;Malé domáce spotrebiče | Sendvičovače, toustovače;Sendvičovače, hriankovače, vaflovače;Domáce spotrebiče > Malé spotrebiče > Sendvičovače, hriankovače, vaflovače;sendvicovace--hriankovace--vaflovace;7.17;1;NIZKA
LXEK3163;https://premiumstore.sk/napajeci-dc-samice-konektor-2-1-5-5-s-pruzinovou-svorkou#23211;Cp Plus Napájecí DC samice konektor 2,5/5,5 s pružinovou svorkou;Heureka.sk | Elektronika | Počítače a notebooky | Sieťové prvky | IP kamery;F-konektor;TV, audio a video > AV káble > Anténa > Konektory a redukcie > F-konektor;f-konektor;8.27;1;NIZKA
8710103854135;https://premiumstore.sk/philips-hc-3521-15#23207;Philips HC 3521/15;Starostlivosť o telo, zdravie | Starostlivosť o vlasy | Zastrihávače;Holiace strojčeky a zastrihávače;Zdravie a starostlivosť > Holiace strojčeky a zastrihávače;holiace-strojceky-a-zastrihavace;7.35;1;NIZKA
P54022;https://premiumstore.sk/emos-p54022-prepetova-ochrana-4-zasuvky-antena-2m-cerna#22595;EMOS P54022 přepěťová ochrana 4 zásuvky + anténa, 2m, černá;;Anténa;TV, audio a video > AV káble > Anténa;antena;7.01;1;NIZKA
*P5723;https://premiumstore.sk/domovni-bezdratovy-zvonek-emos-98098#22584;Domovní bezdrátový zvonek EMOS 98098;Domácnosť | Bezdrôtové zvončeky;Domové alarmy a zvončeky;Domáce spotrebiče > Malé spotrebiče > Žehličky > Domové alarmy a zvončeky;domove-alarmy-a-zvonceky;6.32;1;NIZKA
