ean;stara_url;stary_nazov;stara_kategoria;najdena_kategoria;cesta_kategorie;nova_url_kategorie;skore;pocet_zhod;istota
SZ-50-S-BLACK;https://premiumstore.sk/solarni-panel-solarfam-50w-mono-565x450x25mm-cerny-ram#69497;Solární panel SOLARFAM 50W mono, 565x450x25mm, černý rám;;Pamäte RAM;TV, audio a video > Počítače a príslušenstvo > Pamäte RAM;pamate-ram;7.86;1;NIZKA
SMC4-10;https://premiumstore.sk/konektor-mc4-10mm2-pro-solarni-panely-sestava-female-a-male-blistr#69496;Fve Konektor MC4 10mm2 pro solární panely, sestava Female a Male, blistr;;Konektory MC4;Fotovoltaika a energie > Fotovoltaika > Konektory pre fotovoltaiku > Konektory MC4;konektory-mc4;8.27;1;NIZKA
TP-ABS-005;https://premiumstore.sk/kabelova-stresni-pruchodka-cerna-ctvercova-double#69495;Mhpower Kabelová střešní průchodka, černá ČTVERCOVÁ - DOUBLE;;Sady stieračov FLAT DOUBLE;Auto-moto > Vybavenie autá > Stierače > Sady stieračov FLAT DOUBLE;sady-stieracov-flat-double;8.27;1;NIZKA
MU6H;https://premiumstore.sk/mercusys-mu6h#69494;MERCUSYS MU6H;;;;;0.00;0;ZIADNA
RJ45-SP-ST;https://premiumstore.sk/kabelova-vodotesna-spojka-stp-rj45-cat-5e-ip67#69493;Oem Kabelová vodotěsná spojka STP RJ45, Cat.5e, IP67;;;;;0.00;0;ZIADNA
MW150US;https://premiumstore.sk/mercusys-mw150us-bezdratovy-nano-usb-adapter-150mbps#69492;MERCUSYS MW150US - Bezdrátový nano USB adaptér, 150Mbps;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;5.66;1;NIZKA
srjbox-05;https://premiumstore.sk/kabelova-vodotesna-spojka-premiumcord-stp-rj45-cat-5e-6-ip68#69491;Kabelová vodotěsná spojka PremiumCord STP RJ45 Cat.5e/6, IP68;;Káblové gelové spojky PAGURO IP68;Elektroinštalačný materiál > Inštalačné príslušenstvo > Káblové spojky > Káblové gelové spojky > Káblové gelové spojky PAGURO IP68;kablove-gelove-spojky-paguro-ip68;7.35;1;NIZKA
TP-ABS-006;https://premiumstore.sk/kabelova-stresni-pruchodka-bila-ctvercova-double#69490;Mhpower Kabelová střešní průchodka, bílá ČTVERCOVÁ - DOUBLE;;Sady stieračov FLAT DOUBLE;Auto-moto > Vybavenie autá > Stierače > Sady stieračov FLAT DOUBLE;sady-stieracov-flat-double;8.27;1;NIZKA
Dekasyl MS-2-290;https://premiumstore.sk/dekalin-dekasyl-ms-2-tesnici-lepidlo-290ml-bile#69489;DEKALIN Dekasyl MS-2 těsnící lepidlo 290ml bílé;;Bílé svetlo;Elektroinštalačný materiál > Osvetlenie > LED reflektory > Bílé svetlo;bile-svetlo;8.27;1;NIZKA
MW300UH;https://premiumstore.sk/mercusys-mw300uh-bezdratovy-usb-adapter-300mbps#69488;MERCUSYS MW300UH bezdrátový USB adaptér, 300Mbps;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;5.66;1;NIZKA
KSP-D;https://premiumstore.sk/kabelova-stresni-pruchodka-bila-double#69485;Mhpower Kabelová střešní průchodka, bílá - DOUBLE;;Sady stieračov FLAT DOUBLE;Auto-moto > Vybavenie autá > Stierače > Sady stieračov FLAT DOUBLE;sady-stieracov-flat-double;8.27;1;NIZKA
KSP-S;https://premiumstore.sk/kabelova-stresni-pruchodka-bila-single#69484;Mhpower Kabelová střešní průchodka, bílá - SINGLE;;Střešní nosiče;Auto-moto > Nosiče kol > Střešní nosiče;stresni-nosice;8.27;1;NIZKA
TL-SG1016;https://premiumstore.sk/tp-link-tl-sg1016-switch-16xtp-10-100-1000mbps-19-rack#69483;"TP-Link TL-SG1016 switch 16xTP 10/100/1000Mbps 19"" rack";;Nintendo Switch - hry;TV, audio a video > Počítače a príslušenstvo > Herné zariadenia > Konzolové hry > Nintendo Switch - hry;nintendo-switch-hry;7.86;1;NIZKA
ppacars8-3rack;https://premiumstore.sk/prodluzovaci-privod-do-racku-acar-s8-fa-prepetova-ochrana#69482;Prodlužovací přívod do Racku Acar S8 FA, přepěťová ochrana;;Ochrana batérií;Fotovoltaika a energie > Nabíjačky > Ochrana batérií;ochrana-baterii;6.88;1;NIZKA
KRJ45/5SLD;https://premiumstore.sk/solarix-konektor-utp-8p8c-cat-5e-drat-50micron-krj45-5sld#69481;Solarix konektor UTP 8p8c, Cat 5e, drát, 50micron, KRJ45/5SLD;;Zemnící drát;TV, audio a video > Antény a satelity > Konzoly, stožiare, uzemnenie > Uzemnenie, hromosvody > Zemnící drát;zemnici-drat;8.27;1;NIZKA
SXKO-DROP-8-OS-LSOH;https://premiumstore.sk/solarix-opticky-kabel-drop1000-8vl-9-125-3-7mm-lsoh-cerny-sxko-drop-8-os-lsoh#69477;Solarix optický kabel DROP1000 8vl 9/125, 3,7mm LSOH, černý, SXKO-DROP-8-OS-LSOH;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
Z7628B;https://premiumstore.sk/led-stolni-lampa-emos-z7628b-charles-cerna#69468;LED stolní lampa EMOS Z7628B CHARLES, černá;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
Z7628W;https://premiumstore.sk/led-stolni-lampa-emos-z7628w-charles-bila#69467;LED stolní lampa EMOS Z7628W CHARLES, bílá;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;4.93;1;NIZKA
9400 standard;https://premiumstore.sk/multifunkcni-hlidaci-napetove-rele-elko-hrn-100-2-v-3f-s-lcd-displejem#69444;Elko Ep Multifunkční hlídací napěťové relé ELKO HRN-100/2 v 3F s LCD displejem;;Časová, doběhová relé;Elektroinštalačný materiál > Ventilačné technika > Príslušenstvo k ventilátorům > Časová, doběhová relé;casova--dobehova-rele;8.27;1;NIZKA
IP2000-42-Plus-T;https://premiumstore.sk/menic-napeti-epever-ipower-ip2000-42-plus-t-2000w-48v#69439;Měnič napětí EPever IPower IP2000-42-Plus-T 2000W 48V;;48V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 48V;48v;8.27;1;NIZKA
IP3000-42-Plus-T;https://premiumstore.sk/menic-napeti-epever-ipower-ip3000-42-plus-t-3000w-48v#69438;Měnič napětí EPever IPower IP3000-42-Plus-T 3000W 48V;;48V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 48V;48v;8.27;1;NIZKA
PID400-122;https://premiumstore.sk/menic-napeti-carspa-pid400-12-12v-230v-400w#69437;Měnič napětí Carspa PID400-12 12V/230V 400W;;Televízory na 12V;TV, audio a video > Televízory > Televízory na 12V;televizory-na-12v;6.66;1;NIZKA
PMU-13V155WCCA;https://premiumstore.sk/delta-pmu-13v155wcca-spinany-zdroj-s-funkci-nabijecky-ups-12v-155w#69436;DELTA PMU-13V155WCCA spínaný zdroj s funkcí nabíječky (UPS) 12V, 155W;;Brúsne výseky delta;Náradie a dielňa > Náradie pre brúsenie, vŕtanie, rezanie a pilovanie > Brusivo > Brúsne výseky delta;brusne-vyseky-delta;8.27;1;NIZKA
PF38;https://premiumstore.sk/privodni-flexosnura-s-volnym-koncem-3x2-5mm-2-5m-gumova-solight-pf38#69435;Přívodní flexošňůra s volným koncem 3x2,5mm 2,5m gumová SOLIGHT PF38;;3.5/2.5mm;Profesionálna audio technika > Káble, konektory a redukcie > Káble > 3.5/2.5mm;3-5-2-5mm;7.86;1;NIZKA
PC-12;https://premiumstore.sk/ubiquiti-venkovni-napajeci-kabel-12-awg-305m#69434;Ubiquiti venkovní napájecí kabel, 12 AWG, 305m;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;7.86;1;NIZKA
SD-200B-48;https://premiumstore.sk/mean-well-sd-200b-48-menic-dc-dc-200w-48v#69432;MEAN WELL SD-200B-48, měnič DC/DC, 200W 48V;;48V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 48V;48v;8.27;1;NIZKA
USP-Cable;https://premiumstore.sk/ubiquiti-unifi-smart-power-cable-usp-cable#69429;Ubiquiti UniFi Smart Power Cable, USP-Cable;;Bezpečnosť a smart domácnosť;Bezpečnosť a smart domácnosť;bezpecnost-a-smart-domacnost;4.17;1;NIZKA
DRC-40A;https://premiumstore.sk/mean-well-drc-40a-mean-well-zdroj-na-din-s-funkci-nabijecky-12v#69428;MEAN WELL DRC-40A Mean Well Zdroj na DIN s funkcí nabíječky 12V;;DIN lišty, průchodky a príslušenstvo;Elektroinštalačný materiál > Rozvádzačové prvky > DIN lišty, průchodky a príslušenstvo;din-listy--pruchodky-a-prislusenstvo;6.76;1;NIZKA
SD-200C-48;https://premiumstore.sk/mean-well-sd-200c-48-menic-dc-dc-200-w#69426;MEAN WELL SD-200C-48, měnič DC/DC, 200 W;;Typ UVB 200 A;Elektroinštalačný materiál > Rozvádzačové prvky > Bloky pre rozdělení fází > Typ UVB 200 A;typ-uvb-200-a;8.27;1;NIZKA
EP-54V-150W-DC;https://premiumstore.sk/ubiquiti-ep-54v-150w-dc-edgepower-54v-150w-dc#69425;Ubiquiti EP-54V-150W-DC, EdgePower, 54v, 150W, DC.;;;;;0.00;0;ZIADNA
EP-54V-150W;https://premiumstore.sk/ubiquiti-ep-54v-150w-zalozni-zdroj-edgepower-54v-150w#69424;Ubiquiti EP-54V-150W, Záložní zdroj, EdgePower, 54V, 150W;;;;;0.00;0;ZIADNA
RSP-500-48;https://premiumstore.sk/mean-well-rsp-500-48-spinany-zdroj-uzavreny-500w#69422;MEAN WELL RSP-500-48 Spínaný zdroj uzavřený 500W;;"Typ PVB (""hranaté"") 160 - 500 A";"Elektroinštalačný materiál > Rozvádzačové prvky > Bloky pre rozdělení fází > Typ PVB (""hranaté"") 160 - 500 A";typ-pvb-hranate-160-500-a;8.27;1;NIZKA
SD-100C-24;https://premiumstore.sk/mean-well-sd-100c-24-menic-dc-dc-100-w#69418;MEAN WELL SD-100C-24 měnič DC/DC, 100 W;;Typ UVB 100 A;Elektroinštalačný materiál > Rozvádzačové prvky > Bloky pre rozdělení fází > Typ UVB 100 A;typ-uvb-100-a;7.35;1;NIZKA
S-400-48;https://premiumstore.sk/carspa-s-400-48-prumyslovy-zdroj-spinany-48v-400w#69411;Carspa S-400-48 průmyslový zdroj spínaný 48V 400W;;48V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 48V;48v;8.27;1;NIZKA
DRP-03;https://premiumstore.sk/mean-well-drp-03-din-prichytka-uzka-ke-zdrojum#69410;MEAN WELL DRP-03 DIN příchytka úzká ke zdrojům;;DIN lišty, průchodky a príslušenstvo;Elektroinštalačný materiál > Rozvádzačové prvky > DIN lišty, průchodky a príslušenstvo;din-listy--pruchodky-a-prislusenstvo;6.76;1;NIZKA
DRL-02;https://premiumstore.sk/mean-well-drl-02-montazni-uhelnik-ke-zdrojum#69409;MEAN WELL DRL-02 Montážní úhelník ke zdrojům;;;;;0.00;0;ZIADNA
DRP-01;https://premiumstore.sk/mean-well-drp-01-montazni-deska-ke-zdrojum#69408;MEAN WELL DRP-01 montážní deska ke zdrojům;;;;;0.00;0;ZIADNA
SCP-75-24;https://premiumstore.sk/mean-well-scp-75-24-spinany-zdroj-s-funkci-nabijecky-ups-75w-27-6-v-box#69407;MEAN WELL SCP-75-24 Spínaný zdroj s funkcí nabíječky (UPS) 75W 27,6 V, box;;Záložné zdroje a UPS;Fotovoltaika a energie > Záložné zdroje a UPS;zalozne-zdroje-a-ups;7.01;1;NIZKA
SCP-75-12;https://premiumstore.sk/mean-well-scp-75-12-spinany-zdroj-s-funkci-nabijecky-ups-75w-13-8-v-box#69406;MEAN WELL SCP-75-12 Spínaný zdroj s funkcí nabíječky (UPS) 75W 13,8 V, box;;Záložné zdroje a UPS;Fotovoltaika a energie > Záložné zdroje a UPS;zalozne-zdroje-a-ups;7.01;1;NIZKA
RS-150-12;https://premiumstore.sk/mean-well-rs-150-12-spinany-zdroj-uzavreny-150w-12v#69405;MEAN WELL RS-150-12 Spínaný zdroj uzavřený 150W 12V;;Pre průměr potrubie 150 mm;Elektroinštalačný materiál > Ventilačné technika > Domové ventilátory > Ventilátory do koupelny/WC - s doběhem (časovač) > Pre průměr potrubie 150 mm;pre-prumer-potrubie-150-mm;7.57;1;NIZKA
RS-100-12;https://premiumstore.sk/mean-well-rs-100-12-spinany-zdroj-uzavreny-100w-12v#69404;MEAN WELL RS-100-12 Spínaný zdroj uzavřený 100W 12V;;Typ UVB 100 A;Elektroinštalačný materiál > Rozvádzačové prvky > Bloky pre rozdělení fází > Typ UVB 100 A;typ-uvb-100-a;7.35;1;NIZKA
RS-50-12;https://premiumstore.sk/mean-well-rs-50-12-spinany-zdroj-uzavreny-50w-12v#69403;MEAN WELL RS-50-12 Spínaný zdroj uzavřený 50W 12V;;Televízory na 12V;TV, audio a video > Televízory > Televízory na 12V;televizory-na-12v;6.66;1;NIZKA
HS-350-48;https://premiumstore.sk/carspa-hs-350-48-prumyslovy-zdroj-spinany-48v-350w#69402;Carspa HS-350-48 průmyslový zdroj spínaný 48V 350W;;48V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 48V;48v;8.27;1;NIZKA
HS-120-48;https://premiumstore.sk/carspa-hs-120-48-prumyslovy-zdroj-spinany-48v-120w#69401;Carspa HS-120-48 průmyslový zdroj spínaný 48V 120W;;"nad 48"" (120 - 165 cm)";"TV, audio a video > Televízory > nad 48"" (120 - 165 cm)";nad-48-120-165-cm-;8.27;1;NIZKA
HS-25-24;https://premiumstore.sk/carspa-hs-25-24-prumyslovy-zdroj-spinany-24v-25w#69400;Carspa HS-25-24 průmyslový zdroj spínaný 24V 25W;;24V;Auto-moto > Vybavenie autá > Autožiarovky > 24V;24v;7.86;1;NIZKA
HS-120-24;https://premiumstore.sk/carspa-hs-120-24-prumyslovy-zdroj-spinany-24v-120w#69399;Carspa HS-120-24 průmyslový zdroj spínaný 24V 120W;;"nad 48"" (120 - 165 cm)";"TV, audio a video > Televízory > nad 48"" (120 - 165 cm)";nad-48-120-165-cm-;8.27;1;NIZKA
HS-350-15;https://premiumstore.sk/carspa-hs-350-15-prumyslovy-zdroj-spinany-15v-350w#69398;Carspa HS-350-15 průmyslový zdroj spínaný 15V 350W;;;;;0.00;0;ZIADNA
HS-250-12;https://premiumstore.sk/carspa-hs-250-12-prumyslovy-zdroj-spinany-12v-250w#69397;Carspa HS-250-12 průmyslový zdroj spínaný 12V 250W;;Televízory na 12V;TV, audio a video > Televízory > Televízory na 12V;televizory-na-12v;6.66;1;NIZKA
HS-120-12;https://premiumstore.sk/carspa-hs-120-12-prumyslovy-zdroj-spinany-12v-120w#69396;Carspa HS-120-12 průmyslový zdroj spínaný 12V 120W;;"nad 48"" (120 - 165 cm)";"TV, audio a video > Televízory > nad 48"" (120 - 165 cm)";nad-48-120-165-cm-;8.27;1;NIZKA
HS-100-12;https://premiumstore.sk/carspa-hs-100-12-prumyslovy-zdroj-spinany-12v-100w#69395;Carspa HS-100-12 průmyslový zdroj spínaný 12V 100W;;Typ UVB 100 A;Elektroinštalačný materiál > Rozvádzačové prvky > Bloky pre rozdělení fází > Typ UVB 100 A;typ-uvb-100-a;7.35;1;NIZKA
HS-250-48;https://premiumstore.sk/carspa-hs-250-48-prumyslovy-zdroj-spinany-48v-250w#69394;Carspa HS-250-48 průmyslový zdroj spínaný 48V 250W;;48V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 48V;48v;8.27;1;NIZKA
AD-155C;https://premiumstore.sk/mean-well-ad-155c-prumyslovy-napajeci-zdroj-48-58v-155w-se-zalohovaci-funkci#69393;MEAN WELL AD-155C průmyslový napájecí zdroj 48-58V (155W) se zálohovací funkcí;;;;;0.00;0;ZIADNA
AD-155B;https://premiumstore.sk/mean-well-ad-155b-prumyslovy-napajeci-zdroj-24-29v-155w-se-zalohovaci-funkci#69392;MEAN WELL AD-155B průmyslový napájecí zdroj 24-29V (155W) se zálohovací funkcí;;;;;0.00;0;ZIADNA
AD-155A;https://premiumstore.sk/mean-well-ad-155a-prumyslovy-napajeci-zdroj-12-14-5v-155w-se-zalohovaci-funkci#69391;MEAN WELL AD-155A průmyslový napájecí zdroj 12-14,5V (155W) se zálohovací funkcí;;;;;0.00;0;ZIADNA
AD-55B;https://premiumstore.sk/mean-well-ad-55b-prumyslovy-napajeci-zdroj-24-29v-55w-se-zalohovaci-funkci#69390;MEAN WELL AD-55B průmyslový napájecí zdroj 24-29V (55W) se zálohovací funkcí;;;;;0.00;0;ZIADNA
AD-55A;https://premiumstore.sk/mean-well-ad-55a-prumyslovy-napajeci-zdroj-12-14-5v-55w-se-zalohovaci-funkci#69389;MEAN WELL AD-55A průmyslový napájecí zdroj 12-14,5V (55W) se zálohovací funkcí;;;;;0.00;0;ZIADNA
HS-150-24;https://premiumstore.sk/carspa-hs-150-24-prumyslovy-zdroj-spinany-24v-150w#69388;Carspa HS-150-24 průmyslový zdroj spínaný 24V 150W;;24V;Auto-moto > Vybavenie autá > Autožiarovky > 24V;24v;7.86;1;NIZKA
HS-100-24;https://premiumstore.sk/carspa-hs-100-24-prumyslovy-zdroj-spinany-24v-100w#69387;Carspa HS-100-24 průmyslový zdroj spínaný 24V 100W;;24V;Auto-moto > Vybavenie autá > Autožiarovky > 24V;24v;7.86;1;NIZKA
HS-60-24;https://premiumstore.sk/carspa-hs-60-24-prumyslovy-zdroj-spinany-24v-60w#69386;Carspa HS-60-24 průmyslový zdroj spínaný 24V 60W;;24V;Auto-moto > Vybavenie autá > Autožiarovky > 24V;24v;7.86;1;NIZKA
HS-350-12;https://premiumstore.sk/carspa-hs-350-12-prumyslovy-zdroj-spinany-12v-350w#69385;Carspa HS-350-12 průmyslový zdroj spínaný 12V 350W;;Televízory na 12V;TV, audio a video > Televízory > Televízory na 12V;televizory-na-12v;6.66;1;NIZKA
HS-150-12;https://premiumstore.sk/carspa-hs-150-12-prumyslovy-zdroj-spinany-12v-150w#69383;Carspa HS-150-12 průmyslový zdroj spínaný 12V 150W;;Pre průměr potrubie 150 mm;Elektroinštalačný materiál > Ventilačné technika > Domové ventilátory > Ventilátory do koupelny/WC - s doběhem (časovač) > Pre průměr potrubie 150 mm;pre-prumer-potrubie-150-mm;7.57;1;NIZKA
HS-60-12;https://premiumstore.sk/carspa-hs-60-12-prumyslovy-zdroj-spinany-12v-60w#69382;Carspa HS-60-12 průmyslový zdroj spínaný 12V 60W;;Televízory na 12V;TV, audio a video > Televízory > Televízory na 12V;televizory-na-12v;6.66;1;NIZKA
UACC-Cable-PT-1.5M;https://premiumstore.sk/ubiquiti-uacc-cable-pt-1-5m-uisp-napajeci-transport-kabel-1-5m#69381;Ubiquiti UACC-Cable-PT-1.5M - UISP napájecí TransPort kabel, 1.5m;;Venčenie a transport;Zdravie a starostlivosť > Chovateľské potreby > Venčenie a transport;vencenie-a-transport;8.27;1;NIZKA
UACC-Cable-PT-0.5M;https://premiumstore.sk/ubiquiti-uacc-cable-pt-0-5m-uisp-napajeci-transport-kabel-0-5m#69380;Ubiquiti UACC-Cable-PT-0.5M - UISP napájecí TransPort kabel, 0.5m;;Venčenie a transport;Zdravie a starostlivosť > Chovateľské potreby > Venčenie a transport;vencenie-a-transport;8.27;1;NIZKA
MAXPI15FE;https://premiumstore.sk/maxlink-maxpi15fe-poe-injektor-802-3af-24w-10-100mbps#69379;MaxLink MAXPI15FE PoE injektor - 802.3af, 24W, 10/100Mbps;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;7.86;1;NIZKA
SAW30-240-1200GA;https://premiumstore.sk/mikrotik-napajeci-adapter-24v-1-2a-29w-rovny-konektor#69375;MikroTik napájecí adaptér 24V 1,2A 29W, rovný konektor;;F-konektor;TV, audio a video > AV káble > Anténa > Konektory a redukcie > F-konektor;f-konektor;8.27;1;NIZKA
USW-Flex-XG;https://premiumstore.sk/ubiquiti-unifi-switch-usw-flex-xg#69374;Ubiquiti UniFi Switch USW-Flex-XG;;Nintendo Switch - hry;TV, audio a video > Počítače a príslušenstvo > Herné zariadenia > Konzolové hry > Nintendo Switch - hry;nintendo-switch-hry;7.86;1;NIZKA
ZDROJ-24/0,38;https://premiumstore.sk/napajeci-adapter-24v-0-38a-9w-pro-mikrotik-routerboard-a-alix#69373;Napájecí adaptér 24V 0,38A 9W pro Mikrotik Routerboard a ALIX;;24V;Auto-moto > Vybavenie autá > Autožiarovky > 24V;24v;7.86;1;NIZKA
MAXPIDIN60F;https://premiumstore.sk/maxlink-din60f-poe-injektor-44-57vdc-802-3af-at-bt-55v-1-1a-60w-1xsfp-1gbit#69371;MaxLink DIN60F PoE injektor - 44-57VDC, 802.3af/at/bt, 55V, 1.1A, 60W, 1xSFP, 1Gbit;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;7.86;1;NIZKA
TL-SG105PE;https://premiumstore.sk/tp-link-tl-sg105pe-poe-switch#69369;TP-Link TL-SG105PE PoE switch;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;7.86;1;NIZKA
MAXPI90;https://premiumstore.sk/maxlink-pi90-poe-injektor-802-3af-at-bt-55v-1-75a-95w-1gbit-napajeci-kabel#69368;MaxLink PI90 PoE injektor - 802.3af/at/bt, 55V, 1,75A, 95W, 1Gbit, napájecí kabel;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;7.86;1;NIZKA
SYS1638-0612-W2E;https://premiumstore.sk/sunny-napajeci-adapter-12v-0-5a-6w-spinany#69364;Sunny napájecí adaptér 12V, 0,5A, 6W - spínaný;;Televízory na 12V;TV, audio a video > Televízory > Televízory na 12V;televizory-na-12v;6.66;1;NIZKA
USW-Flex-Mini;https://premiumstore.sk/ubiquiti-unifi-switch-usw-flex-mini#69363;Ubiquiti UniFi Switch USW-Flex-Mini;;Nintendo Switch - hry;TV, audio a video > Počítače a príslušenstvo > Herné zariadenia > Konzolové hry > Nintendo Switch - hry;nintendo-switch-hry;7.86;1;NIZKA
USW-FLEX;https://premiumstore.sk/ubiquiti-unifi-switch-usw-flex#69359;Ubiquiti UniFi Switch USW-FLEX;;Nintendo Switch - hry;TV, audio a video > Počítače a príslušenstvo > Herné zariadenia > Konzolové hry > Nintendo Switch - hry;nintendo-switch-hry;7.86;1;NIZKA
MHP-PWR-24-96W;https://premiumstore.sk/mhpower-napajeci-adapter-24v-4a-96w-pro-mikrotik-s-napajecim-kabelem#69358;MHPower napájecí adaptér 24V 4A 96W pro MikroTik s napájecím kabelem;;Spínače šňůrové - s flexi kabelem;Elektroinštalačný materiál > Komponenty pre svietidlá > Svítidlové spínače (kolébkové) > Spínače šňůrové - s flexi kabelem;spinace-snurove-s-flexi-kabelem;8.27;1;NIZKA
MHP-PWR-48-96W;https://premiumstore.sk/mhpower-napajeci-adapter-48v-2a-96w-pro-mikrotik-s-napajecim-kabelem#69357;MHPower napájecí adaptér 48V 2A 96W pro MikroTik s napájecím kabelem;;48V;Fotovoltaika a energie > Akumulátory a batérie > Olovené akumulátory > 48V;48v;8.27;1;NIZKA
MHP-G-POE-24-24W;https://premiumstore.sk/mhpower-gigabitovy-napajeci-poe-adapter-24v-1a-24w-primo-do-zasuvky-s-led#69356;MHPower Gigabitový napájecí POE adaptér 24V 1A 24W přímo do zásuvky s LED;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;7.86;1;NIZKA
5VPOW;https://premiumstore.sk/mikrotik-napajeci-adapter-5vpow-5v-1a-pro-mikrotik-hap-mini-hap-lite-cap-lite-microusb#69354;MikroTik napájecí adaptér 5VPOW, 5V 1A pro MikroTik hAP mini, hAP lite, cAP lite, microUSB;;Mini chladničky;Domáce spotrebiče > Malé spotrebiče > Mini chladničky;mini-chladnicky;7.57;1;NIZKA
